input,name,quantity,unit,preparation,comment
2 tablespoons water or milk,water or milk,2,tablespoon,,
3 tablespoons molasses,molasses,3,tablespoon,,
1 large egg,egg,1,large,,
1 1/2 cups granulated sugar,granulated sugar,1.5,cup,,
"1 cup (2 sticks) unsalted butter, softened",unsalted butter,1 2,cup stick,softened,()
1 teaspoon vanilla extract,vanilla extract,1,teaspoon,,
1 teaspoon baking powder,baking powder,1,teaspoon,,
3/4 cup confectioners' sugar,confectioners' sugar,0.75,cup,,
3/4 cup granulated sugar,granulated sugar,0.75,cup,,
1 envelope unflavored gelatin,unflavored gelatin,1,envelope,,
3/8 cup water,water,0.375,cup,,
1 cup sifted all-purpose flour,all-purpose flour,1,cup,sifted ,
"2 tablespoons dark rum, brandy or whiskey","dark rum, brandy or whiskey",2,tablespoon,,
Pinch of salt,salt,,pinch,,of
2 tablespoons granulated sugar,granulated sugar,2,tablespoon,,
2 tablespoons honey,honey,2,tablespoon,,
"1 stick (4 ounces) unsalted butter, softened",unsalted butter,1 4,stick ounce,softened,()
1/2 cup chopped parsley,parsley,0.5,cup,chopped,
1/2 cup pine nuts (pignoli),pine nuts,0.5,cup,,(pignoli)
"1 whole egg, beaten",whole egg,1,,beaten,
"2 hard-boiled eggs, coarsely chopped",hard-boiled eggs,2,,coarsely chopped,
1/2 cup fresh or canned chicken broth,chicken broth,0.5,cup,,fresh or canned
"4 cups bread slices cut into 1/2-inch cubes, toasted",bread,4,cup,"slice cut into 0.5-inch cubes, toasted",
Dash of Tabasco or to taste,Tabasco,,dash,,of or to taste
1 teaspoon chopped garlic,garlic,1,teaspoon,chopped,
1 teaspoon chopped fresh marjoram or 1/2 teaspoon dried,fresh marjoram,1,teaspoon,chopped,or 0.5 teaspoon dried
2 sprigs chopped fresh thyme or 1/2 teaspoon dried,fresh thyme,2,sprig,chopped,or 0.5 teaspoon dried
1 teaspoon chopped fresh sage or 1/2 teaspoon dried,fresh sage,1,teaspoon,chopped,or 0.5 teaspoon dried
1/2 cup diced celery,celery,0.5,cup,diced,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
1 cup chopped green or red bell pepper,bell pepper,1,cup,chopped,green or red
1/2 cup chopped onion,onion,0.5,cup,chopped,
5 tablespoons butter,butter,5,tablespoon,,
1 cup fresh or canned chicken broth,chicken broth,1,cup,,fresh or canned
1 bay leaf,bay leaf,1,,,
"1 clove garlic, peeled",garlic,1,clove,peeled,
1/4 cup diced celery,celery,0.25,cup,diced,
1/4 cup diced carrots,carrots,0.25,cup,diced,
1/2 cup chopped onion,onion,0.5,cup,chopped,
1 teaspoon chili powder,chili powder,1,teaspoon,,
2 sprigs fresh thyme or 1 teaspoon dried,fresh thyme,2,sprig,,or 1 teaspoon dried
1 tablespoon corn or vegetable oil,corn or vegetable oil,1,tablespoon,,
1 tablespoon fresh lemon juice,fresh lemon juice,1,tablespoon,,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
"1 Fresh turkey breast with ribs, about 4 pounds",Fresh turkey breast,1 4,pound,,"fresh with ribs, about 4 pound"
1 thin spiral of orange peel as garnish,orange,1,,,thin spiral of peel as garnish
1/2 teaspoon Grand Marnier,Grand Marnier,0.5,teaspoon,,
1/2 ounce sweet vermouth,sweet vermouth,0.5,ounce,,
3 ounces oloroso sherry,oloroso sherry,3,ounce,,
"Chopped green onions, Tabasco sauce and cider vinegar for serving",green onions,,,Chopped,Tabasco sauce and cider vinegar for serving
4 cups cooked rice,rice,4,cup,cooked,
Salt to taste,Salt,,,,to taste
1/2 teaspoon pickling spice,pickling spice,0.5,teaspoon,,
1 teaspoon freshly ground black pepper,black pepper,1,teaspoon,freshly ground , 
1 or 2 dried chili peppers or 1 teaspoon red-pepper flakes,dried chili peppers,1-2,,,or 1 teaspoon red-pepper flakes
2 bay leaves,bay leaves,2,,,
3 sprigs fresh thyme or 1 1/2 teaspoons dried,fresh thyme,3,sprig,,or  1.5 teaspoon dried
1 tablespoon minced garlic,garlic,1,tablespoon,minced,
"1 rib celery, finely chopped",celery,1,rib,finely chopped,
"1 medium onion, finely chopped",onion,1,medium,finely chopped,
1 tablespoon bacon grease or olive oil,bacon grease,1,tablespoon,,or olive oil
6 cups chicken stock or water,chicken stock or water,6,cup,,
1/4 pound chunk of country or smoked ham,ham,0.25,pound,,chunk of country or smoked
1 1/2 pounds andouille sausage or other good-quality smoked sausage,andouille sausage,1.5,pound,,or other good-quality smoked sausage
2 cups dried black-eyed peas or 4 cups fresh or frozen,dried black-eyed peas,2,cup,,or 4 cup fresh or frozen
"3 ounces caviar, preferably osetra",caviar,3,ounce,,preferably osetra
8 ounces crème fraîche or sour cream,crème fraîche or sour cream,8,ounce,,
1 teaspoon salt,salt,1,teaspoon,,
1 cup buckwheat flour,buckwheat flour,1,cup,,
1 cup all-purpose flour,all-purpose flour,1,cup,,
"3 large eggs, separated",eggs,3,large,separated,
1 teaspoon sugar,sugar,1,teaspoon,,
2 teaspoons active dry yeast,active dry yeast,2,teaspoon,,
"4 tablespoons unsalted butter, plus extra for frying and serving",unsalted butter,4,tablespoon,,plus extra for frying and serving
1 1/2 cups whole milk,whole milk,1.5,cup,,
1/2 cup chopped pecans (optional),pecans,0.5,cup,chopped,(optional)
1/2 cup orange juice,orange juice,0.5,cup,,
1/2 cup sour cream,sour cream,0.5,cup,,
1 tablespoon light corn syrup,light corn syrup,1,tablespoon,,
1 cup firmly packed brown sugar,brown sugar,1,cup,,firmly packed
2 tablespoons butter,butter,2,tablespoon,,
Orange sauce,Orange sauce,,,,
1 cup pecan pieces,pecan pieces,1,cup,,
1 cup shredded unsweetened coconut,unsweetened coconut,1,cup,shredded,
1 cup drained crushed pineapple,pineapple,1,cup,drained crushed,
1 cup finely grated raw carrots,raw carrots,1,cup,finely grated,
2 teaspoons vanilla,vanilla,2,teaspoon,,
2 teaspoons baking soda,baking soda,2,teaspoon,,
2 teaspoons cinnamon,cinnamon,2,teaspoon,,
1/2 teaspoon salt,salt,0.5,teaspoon,,
2 1/2 cups flour,flour,2.5,cup,,
3 eggs,eggs,3,,,
2 cups sugar,sugar,2,cup,,
"1 cup unsalted butter, plus butter for greasing pan",unsalted butter,1,cup,,plus butter for greasing pan
1 tablespoon flour for every 2 cups drippings,flour,1,tablespoon,,for every 2 cup drippings
Juice of 1 lemon,lemon,1,,,Juice of
Pan drippings from turkey,Pan drippings,,,,from turkey
Salt to taste,Salt,,,,to taste
6 egg yolks,egg yolks,6,,,
White pepper to taste,White pepper,,,,to taste
1 teaspoon hot sauce,hot sauce,1,teaspoon,,
1/2 tablespoon tomato paste,tomato paste,0.5,tablespoon,,
"1/2 pound Portuguese black and green olives, pitted and cut into small pieces",Portuguese black and green olives,0.5,pound,pitted and cut into small piece,
1 cup chopped parsley,parsley,1,cup,chopped,
1/2 cup vegetable oil,vegetable oil,0.5,cup,,
2 tablespoons sweet paprika,sweet paprika,2,tablespoon,,
"2 large onions, finely chopped",onions,2,large,finely chopped,
"1 large chourico, about 8 inches long",chourico,1,large,,about 8 inches long
6 Italian rolls (about 11 ounces total),Italian rolls,6 11,ounce,,(about total)
1 small loaf (1 1/2 pounds) Portuguese cornmeal bread,Portuguese cornmeal bread,1 1.5,small loaf pound,,()
1 quart milk,milk,1,quart,,
1 quart water,water,1,quart,,
"1 pound sliced bacon, cut into 1-inch pieces",bacon,1,pound,"sliced, cut into 1-inch piece",
Bread crusts to cover cavity opening,Bread crusts ,,,,to cover cavity opening
Turkey stuffing,Turkey stuffing,,,,
2 teaspoons fresh oregano leaves,fresh oregano leaves,2,teaspoon,,
2 tablespoons hot pepper sauce,hot pepper sauce,2,tablespoon,,
4 bay leaves,bay leaves,4,,,
2 tablespoons sweet Hungarian paprika,sweet Hungarian paprika,2,tablespoon,,
8 large cloves garlic,garlic,8,large clove,,
2 bottles dry white wine,dry white wine,2,bottle,,
2 12-pound turkeys,turkeys,2 12,pound,,
Salt to taste,Salt,,,,to taste
"1 to 1 1/4 cups red wine, approximately",red wine,1-1.25,cup,,approximately
1 teaspoon paprika,paprika,1,teaspoon,,
1 teaspoon red hot peppers or hot pepper sauce,red hot peppers,1,teaspoon,,or hot pepper sauce
1/2 pound country bacon cut in 1 1/2-inch dice,country bacon,0.5,pound,cut in 1.5-inch dice,
"1 8-inch chouriço (Portuguese sausage), thinly sliced",chouriço,1 8,inch,thinly sliced,(Portuguese sausage)
"4 cloves garlic, minced",garlic,4,clove,minced,
Salt to taste,Salt,,,,to taste
"15 medium-size potatoes (5 to 5 1/2 pounds), peeled and left whole",potatoes,15 5-5.5,medium-size pound,peeled and left whole,()
Salt and freshly ground white pepper,Salt and freshly ground white pepper,,,, 
2 teaspoons truffle butter (see note),truffle butter,2,teaspoon,,(see note)
"1/2 cup prepared demi-glace, veal or classic French",prepared demi-glace,0.5,cup,,veal or classic French
"6 ounces smoked salmon, very thinly sliced",smoked salmon,6,ounce,very thinly sliced,
Nonstick vegetable oil spray,Nonstick vegetable oil spray,,,,
2 tablespoons extra virgin olive oil,extra virgin olive oil,2,tablespoon,,
"2 large potatoes, peeled",potatoes,2,large,peeled,
1/8 teaspoon ground cloves,ground cloves,0.125,teaspoon,,
1/4 teaspoon ground allspice,ground allspice,0.25,teaspoon,,
1/2 teaspoon freshly ground black pepper,black pepper,0.5,teaspoon,freshly ground , 
1 teaspoon ground cinnamon,ground cinnamon,1,teaspoon,,
"1 1/2 ounces fresh ginger, peeled and grated (about 2 tablespoons)",fresh ginger,1.5 2 tablespoon,ounce,peeled and grated ,(about)
1 pound light brown sugar,light brown sugar,1,pound,,
3/4 cup apple cider vinegar,apple cider vinegar,0.75,cup,,
1 cup apple cider,apple cider,1,cup,,
3 pounds fresh cranberries (12 cups),fresh cranberries,3 12,pound cup,,()
"Confectioners' sugar, for garnish",Confectioners' sugar,,,,for garnish
2 cups granulated sugar,granulated sugar,2,cup,,
1 pound blanched almonds,almonds,1,pound,blanched,
4 tangerines,tangerines,4,,,
1/4 cup pomegranate seeds,pomegranate seeds,0.25,cup,,
"1/2 cup torn purslane, or an additional 1/4 cup each arugula and parsley",torn purslane,0.5,cup,,or an additional 0.25 cup each arugula and parsley
1/2 cup coarsely chopped flat-leaf parsley,flat-leaf parsley,0.5,cup,coarsely chopped ,
salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
1/2 cup coarsely chopped arugula,arugula,0.5,cup,coarsely chopped,
"1 clove garlic, minced",garlic,1,clove,minced,
3 tablespoons coarsely ground walnuts,walnuts,3,tablespoon,coarsely ground ,
3 to 4 tablespoons freshly squeezed lemon juice,lemon juice,3-4,tablespoon,freshly squeezed,
6 tablespoons extra-virgin olive oil,extra-virgin olive oil,6,tablespoon,,
"1 1/2 cups dried black-eyed peas, picked over and rinsed",dried black-eyed peas,1.5,cup,picked over and rinsed,
1 cup caper potato-garlic dip,caper potato-garlic dip,1,cup,,
2 pounds cleaned fresh or unthawed frozen octopus,frozen octopus,2,pound,cleaned,fresh or unthawed
3 to 4 tablespoons chopped fennel fronds and tender stalks,fennel fronds and tender stalk,3-4,tablespoon,chopped,
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,
salt and pepper to taste,Salt and pepper,,,,to taste
"1 cup beef stock, chicken stock or water","beef stock, chicken stock or water",1,cup,,
"3 large carrots, peeled and sliced",carrots,3,large,peeled and sliced,
"1 large fennel bulb, trimmed (tops reserved), halved and thinly sliced",fennel,1,large bulb,"trimmed (tops reserved), halved and thinly sliced",
1 1/2 cups diced celery,celery,1.5,cup,diced,
"1 teaspoon dried thyme, crumbled",dried thyme,1,teaspoon,crumbled,
"1 teaspoon dried rosemary, crumbled",dried rosemary,1,teaspoon,crumbled,
"3 cloves garlic, thinly sliced",garlic,3,clove,thinly sliced,
1 bay leaf,bay leaf,1,,,
1/2 cup olive oil,olive oil,0.5,cup,,
1 1/2 cups dry red wine,dry red wine,1.5,cup,,
"1 large onion, halved lengthwise and thickly sliced into half-moons",onion,1,large,halved lengthwise and thickly sliced into half-moons,
"2 pounds boneless veal shoulder, cut into 1-inch cubes",boneless veal shoulder,2,pound,cut into 1-inch cubes,
Freshly ground white pepper and salt to taste,Freshly ground white pepper and salt,,,, to taste
"1 medium potato, boiled, peeled and mashed",potato,1,medium,"boiled, peeled and mashed",
"1/4 cup blanched whole almonds, soaked overnight in water and drained",whole almonds,0.25,cup,"blanched, soaked overnight in water and drained",
3 to 4 tablespoons freshly squeezed lemon juice,lemon juice,3-4,tablespoon,freshly squeezed,
1/3 cup extra-virgin olive oil,extra-virgin olive oil,0.333,cup,,
"1/4 cup capers, preferably salt-packed, rinsed and drained",capers,0.25,cup,rinsed and drained,preferably salt-packed
"4 cloves garlic, quartered",garlic,4,clove,quartered,
"2 cups cubed day-old whole-wheat bread, soaked in water until softened",day-old whole-wheat bread,2,cup,"cubed, soaked in water until softened",
2 tablespoons chopped fresh coriander or parsley,fresh coriander or parsley,2,tablespoon,chopped,
1/4 teaspoon ground cumin,ground cumin,0.25,teaspoon,,
1 tablespoon butter,butter,1,tablespoon,,
Salt to taste,Salt,,,,to taste
"24 baby carrots, about 1 pound",baby carrots,24 1,pound,,about
1 egg yolk lightly beaten,egg yolk,1,,lightly beaten,
1/3 cup fresh or canned chicken broth,chicken broth,0.333,cup,,fresh or canned
1/3 cup dry white wine,dry white wine,0.333,cup,,
2 tablespoons finely chopped shallots,shallots,2,tablespoon,finely chopped,
"4 center cut veal chops from the rack or loin with most of the fat removed, each weighing about 1/2 pound or less",veal,4,chops,most of the fat removed,"center cut from the rack or loin with, each weighing about 0.5 pound or less"
2 tablespoons grated Parmesan or Gruyère cheese,Parmesan or Gruyère cheese,2,tablespoon,grated ,
Pinch cayenne pepper,cayenne pepper,,pinch,,
1/4 cup heavy cream,heavy cream,0.25,cup,,
1/2 teaspoon freshly grated nutmeg,nutmeg,0.5,teaspoon,freshly grated,
1 cup milk,milk,1,cup,,
2 tablespoons flour,flour,2,tablespoon,,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
2 tablespoons fresh lemon juice,fresh lemon juice,2,tablespoon,,
1/2 cup finely chopped onion,onion,0.5,cup,finely chopped,
6 tablespoons butter,butter,6,tablespoon,,
1/3 pound fresh mushrooms,fresh mushrooms,0.333,pound,,
Freshly grated Parmigiano Reggiano,Parmigiano Reggiano,,,freshly grated,
1 pound fettuccine,fettuccine,1,pound,,
Coarse sea salt and freshly ground pepper to taste,Coarse sea salt and freshly ground pepper,,,,to taste
About 1 cup heavy cream,heavy cream,1,cup,,About
"1 clove garlic, minced",garlic,1,clove,minced,
3 to 4 tablespoons olive oil,olive oil,3-4,tablespoon,,
About 24 sage leaves,sage leaves,24,,,about
4 hot Italian sausages,hot Italian sausages,4,,,
"1/2 cup grated Parmigiano Reggiano, plus extra for garnish",Parmigiano Reggiano,0.5,cup,grated,plus extra for garnish
1/2 cup dry white wine,dry white wine,0.5,cup,,
2 cups Arborio rice,Arborio rice,2,cup,,
5 1/2 tablespoons unsalted butter,unsalted butter,5.5,tablespoon,,
1 medium onion,onion,1,medium,,
7 to 8 cups chicken stock,chicken stock,7-8,cup,,
Coarse sea salt and freshly ground pepper to taste,Coarse sea salt and freshly ground pepper,,,,to taste
1 medium butternut squash (about 1 pound),butternut squash,1 1,medium pound,,(about)
About 24 sage leaves,sage leaves,24,,,About
1/4 cup bread crumbs,bread crumbs,0.25,cup,,
1/2 pound penne,penne,0.5,pound,,
"1/4 cup freshly grated pecorino romano, more for serving",pecorino romano,0.25,cup,freshly grated,more for serving
Sea salt,sea salt,,,,
Freshly ground black pepper,black pepper,,,freshly ground ,
"1/3 cup extra virgin olive oil, plus 2 to 3 tablespoons for tossing",extra virgin olive oil,0.333,cup,,plus 2-3 tablespoon for tossing
1/4 cup milk,milk,0.25,cup,,
"1 pound small cherry tomatoes, halved",cherry tomatoes,1,pound,halved,small
2 tablespoons anchovy paste,anchovy paste,2,tablespoon,,
"3/4 pound fresh mozzarella, sliced 1/4-inch thick (about 10 slices)",fresh mozzarella,0.75,pound,sliced 0.25-inch thick ,(about 10 slice)
About 10 1/4-inch-thick slices country bread or baguette (sliced diagonally),country bread,10,slice,sliced diagonally,About 0.25-inch-thick slice or baguette ()
"4 tablespoons butter, more for buttering dish",butter,4,tablespoon,,more for buttering dish
8 sage leaves,sage leaves,8,,,
Splash of white wine (just a few drops),Splash of white wine,,,,(just a few drops)
Sea salt,sea salt,,,,
1 1/2 tablespoons olive oil,olive oil,1.5,tablespoon,,
1 1/2 tablespoons butter,butter,1.5,tablespoon,,
8 slices prosciutto,prosciutto,8,slice,,
"4 small veal cutlets, pounded very thin",veal cutlets,4,small,pounded very thin,
Freshly ground black pepper,black pepper,,,freshly ground ,
Sea salt,sea salt,,,,
1/3 cup extra virgin olive oil,extra virgin olive oil,0.333,cup,,
"2 whole ripe plum tomatoes, cored and coarsely chopped",whole ripe plum tomatoes,2,,cored and coarsely chopped,
About 1/4 cup flour,flour,0.25,cup,,About
6 basil leaves,basil leaves,6,,,
Leaves from 3 inner stalks celery,Leaves from 3 inner celery stalks,,leaf,,
"2 scallions, white part only, thinly sliced",scallions,2,,thinly sliced,white part only
"1 small onion, chopped",onion,1,small,chopped,
"10 firm baby zucchini, or 5 small zucchini, sliced lengthwise into 1/4-inch-thick sticks",firm baby zucchini or zucchini,10 5,small,sliced lengthwise into 0.25-inch-thick stick,
Kosher salt and freshly ground black pepper to taste,Kosher salt and freshly ground black pepper,,,,to taste
1 large sprig summer savory or 1 teaspoon dried,summer savory,1,large sprig,,or 1 teaspoon dried
"2 1/4 pounds tomatoes, cored and cut in 1 1/4-inch chunks",tomatoes,2.25,pound,cored and cut in  1.25-inch chunks,
"6 to 8 fresh sage leaves, chopped fine",fresh sage leaves,6-8,,chopped fine,
"3 1/2 pounds cranberry beans, shelled and soaked in water at least 1 hour, or 3 19-ounce cans cannellini beans, drained and rinsed (see note)",cranberry beans,3.5,pound,shelled and soaked in water at least 1 hour,"or 3 19-ounce can cannellini beans, drained and rinsed (see note)"
