input,name,quantity,unit,size,preparation,comment,purpose
1 1/2 pounds sea scallops,sea scallops,1.5,pound,,,,
"2 tablespoons unsalted butter, melted",unsalted butter,2,tablespoon,,,melted,
"15 basil leaves, finely chopped",basil leaves,15,,,,finely chopped,
1/4 cup orange juice,orange juice,0.25,cup,,,,
3/4 cup sugar,sugar,0.75,cup,,,,
2 tablespoons all-purpose flour,all-purpose flour,2,tablespoon,,,,
5 tablespoons almond flour,almond flour,5,tablespoon,,,,
"Zest of 1 orange, minced",orange,1,,,,"Zested, minced",
Juice of 2 limes,limes,2,,,,Juice of,
1 1/2 teaspoons salt,salt,1.5,teaspoon,,,,
"7 mangoes, peeled and pits removed",mangoes,7,,,,peeled and pits removed,
1 pint red currant tomatoes,currant tomatoes,1,pint,,,red,
"1 vanilla bean, split and scraped",vanilla bean,1,,,,split and scraped,
"2 golden pineapples, peeled; one uncored, one cored",pineapples,2,,,,"golden, peeled; one uncored, one cored",
3 cups sugar,sugar,3,cup,,,,
Salt and pepper to taste,Salt and pepper,,,,,to taste,
1 teaspoon sherry vinegar,sherry vinegar,1,teaspoon,,,,
1 teaspoon balsamic vinegar,balsamic vinegar,1,teaspoon,,,,
6 tablespoons extra-virgin olive oil,extra-virgin olive oil,6,tablespoon,,,,
20 cockles or small clams,cockles,20,,,,or small clams,
"3 cloves garlic, peeled and lightly crushed",garlic,3,clove,,,peeled and lightly crushed,
2 sprigs fresh thyme,thyme,2,sprig,,,fresh,
2 sprigs fresh rosemary,rosemary,2,sprig,,,fresh,
"4 to 6 large heirloom tomatoes with stems attached, blanched and peeled",heirloom tomatoes,4-6,,,,"large with stems attached, blanched and peeled",
"2 squid, cleaned and sliced into rings",squid,2,,,,cleaned and sliced into rings,
Salt and freshly ground white pepper to taste,Salt and freshly ground white pepper,,,,,to taste,
1 or 2 pinches cayenne pepper,cayenne pepper,1-2,pinch,,,,
4 clams,clams,4,,,,,
"1 jalapeño pepper, seeded and minced",jalapeño pepper,1,,,,seeded and minced,
4 mussels,mussels,4,,,,,
"3 ounces fresh shelled English peas, blanched in salted water and rinsed until cold",peas,3,ounce,,,"fresh shelled English, blanched in salted water and rinsed until cold",
1 large pinch saffron threads,saffron threads,1,large pinch,,,,
"1 medium beefsteak tomato, blanched, peeled, seeded and coarsely chopped",beefsteak tomato,1,medium,,,"blanched, peeled, seeded and coarsely chopped",
"2 cups homemade chicken broth, or canned low-sodium",chicken broth,2,cup,,,"homemade, or canned low-sodium",
"1 medium red bell pepper, skin removed with a peeler, stem and ribs removed, seeded and finely chopped",red bell pepper,1,medium,,,"skin removed with a peeler, stem and ribs removed, seeded and finely chopped",
"1 cup uncooked long-grain rice, rinsed until water runs clear and drained",rice,1,cup,,,"uncooked long-grain, rinsed until water runs clear and drained",
"3 ounces prosciutto, cut into 1/4-inch dice",prosciutto,3,ounce,,,cut into 0.25-inch dice,
2 tablespoons extra-virgin olive oil,extra-virgin olive oil,2,tablespoon,,,,
"1 ounce chorizo, cut into 1/4-inch dice",chorizo,1,ounce,,,cut into 0.25-inch dice,
"3 cloves garlic, lightly crushed",garlic,3,clove,,,lightly crushed,
"1/2 medium Spanish onion, finely chopped",Spanish onion,0.5,medium,,,finely chopped,
"2 skinless chicken thighs, on the bone",chicken thighs,2,,,,"skinless, on the bone",
"3/4 teaspoon kosher salt, plus more to taste",kosher salt,0.75,teaspoon,,,plus more to taste,
Freshly ground black pepper,freshly ground black pepper,,,,,,
1/2 teaspoon Dijon mustard,Dijon mustard,0.5,teaspoon,,,,
2 tablespoons olive oil,olive oil,2,tablespoon,,,,
"1/2 clove garlic, minced",garlic,0.5,clove,,,minced,
Kosher salt to taste,kosher salt,,,,,to taste,
"1 medium tomato, chopped",tomato,1,medium,,,chopped,
"1/2 shallot, chopped",shallot,0.5,,,,chopped,
"Zest of 1/2 lemon, cut into very thin strips",lemon,0.5,,,,"Zested, cut into very thin strip",
Juice of 1 lemon,lemon,1,,,,Juice of,
"1/2 pound shiitake mushrooms, stems discarded, tops cut into 1/4-inch slices",mushrooms,0.5,pound,,,"shiitake, stems discarded, tops cut into 0.25-inch slice",
Grated zest of 1 lemon,lemon,1,,,,Grated zest of,
1/4 cup extra-virgin olive oil,extra-virgin olive oil,0.25,cup,,,,
"1/2 pound sugar snap peas, trimmed and strings removed, cut on bias into 1/2-inch pieces (about 2 cups)",sugar snap peas,0.5,pound,,,"trimmed and strings removed, cut on bias into 0.5-inch piece (about 2 cup)",
1/2 cup milk,milk,0.5,cup,,,,
"2 large eggs, lightly beaten",eggs,2,large,,,lightly beaten,
1 cup sifted all-purpose flour,all-purpose flour,1,cup,,,sifted,
1/4 teaspoon salt,salt,0.25,teaspoon,,,,
2 tablespoons melted unsalted butter,unsalted butter,2,tablespoon,,,melted,
"8 whole scallions, plus 1 scallion sliced as thinly as possible",scallions,9,,,,"whole, plus 1 scallion sliced as thinly as possible",
"4 halibut steaks, about 8 ounces each",halibut steaks,4,,,,about 8 ounce each,
1 tablespoon peanut oil,peanut oil,1,tablespoon,,,,
1/2 lemon,lemon,0.5,,,,,
"2 shallots, halved and thinly sliced",shallots,2,,,,halved and thinly sliced,
3/4 cup homemade or low-sodium chicken stock,homemade or low-sodium chicken stock,#3$4,cup,,,,
1/4 cup heavy cream,heavy cream,0.25,cup,,,,
Kosher salt and freshly ground white pepper,kosher salt and white pepper,,,,,freshly ground,
Thinly sliced mint leaves for garnish,mint leaves,,,,,Thinly sliced for garnish,
1 pound (about 4 1/2 cups) snap peas,snap peas,1,pound,,,(about  4.5 cup),
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,,,
1 teaspoon kosher salt,kosher salt,1,teaspoon,,,,
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,,,
Thinly sliced basil leaves for garnish,basil leaves,,,,,Thinly sliced for garnish,
"1 small (about 3/4 pound) jicama, peeled and cut into 2-inch matchsticks",jicama,1,small,,,"(about 0.75 pound), peeled and cut into 2-inch matchsticks",
1 1/2 cups mung-bean sprouts,mung-bean sprouts,1.5,cup,,,,
"18 large sea scallops (about 1 1/2 pounds), sliced in half and patted dry",sea scallops,18,large,,,"(about  1.5 pound), sliced in half and patted dry",
3 tablespoons lemon juice,lemon juice,3,tablespoon,,,,
2 to 4 tablespoons water,water,2-4,tablespoon,,,,
1/4 cup candied cherries,candied cherries,0.25,cup,,,,
1/2 cup coarsely chopped basil,basil,0.5,cup,,,coarsely chopped,
3/4 pound (about 3 cups) snap peas,snap peas,0.75,pound,,,about 3 cup,
1/8 teaspoon freshly ground black pepper, ground black pepper,0.125,teaspoon,,,freshly ,
1 1/2 teaspoons kosher salt,kosher salt,1.5,teaspoon,,,,
1/2 teaspoon sugar,sugar,0.5,teaspoon,,,,
1/2 cup olive oil,olive oil,0.5,cup,,,,
3 tablespoons lime juice,lime juice,3,tablespoon,,,,
1/2 cup coarsely chopped mint,mint,0.5,cup,,,coarsely chopped,
2 cups confectioners' sugar,confectioners' sugar,2,cup,,,confectioners',
4 to 4 1/2 cups all-purpose flour,all-purpose flour,4-4.5,cup,,,all-purpose,
2 teaspoons salt,salt,2,teaspoon,,,,
1/2 teaspoon freshly ground nutmeg,nutmeg,0.5,teaspoon,,,freshly ground,
2 teaspoons finely grated lemon peel,lemon,2,teaspoon,,,finely grated peel,
3/4 cup milk,milk,0.75,cup,,,,
5 large egg yolks,egg yolks,5,large,,,,
"8 tablespoons unsalted butter, at room temperature",unsalted butter,8,tablespoon,,,at room temperature,
2/3 cup finely chopped citron,citron,0.667,cup,,,finely chopped,
1 pecan half,pecan half,1,,,,,
"1 egg yolk, beaten",egg yolk,1,,,,beaten,
3/4 cup granulated sugar,granulated sugar,0.75,cup,,,,
"Green, purple and yellow food coloring pastes",Green purple and yellow food coloring pastes,,,,,,
1/2 cup granulated sugar,granulated sugar,0.5,cup,,,,
1/4 cup lukewarm water,water,0.25,cup,,,lukewarm,
1 package active dry yeast,active dry yeast,1,package,,,,
"1 cup blanched almonds, chopped",blanched almonds,1,cup,,,chopped,
1 dried bean,bean,1,,,,dried,
1 pound confectioners' sugar,confectioners' sugar,1,pound,,,,
Juice 1 lemon,lemon,1,,,,Juice,
2 egg whites,egg whites,2,,,,,
1/2 pound raisins,raisins,0.5,pound,,,,
1/2 teaspoon grated nutmeg,nutmeg,0.5,teaspoon,,,grated,
1/4 cup brandy,brandy,0.25,cup,,,,
1/2 pound all-purpose flour,all-purpose flour,0.5,pound,,,,
1/4 teaspoon ground cinnamon,ground cinnamon,0.25,teaspoon,,,,
1/2 pound sugar,sugar,0.5,pound,,,,
"5 eggs, beaten",eggs,5,,,,beaten,
"1/4 teaspoon each cinnamon, ground cloves and black pepper",cinnamon,0.25,teaspoon,,,,
"0.25 teaspoon cloves, ground",cloves,0.25,teaspoon,,,ground,
0.25 teaspoon black pepper,black pepper,0.25,teaspoon,,,,
Pinch of salt,salt,,pinch,,,,
12 sugar cane swizzle sticks (see note),sugar,12,,,,cane swizzle stick (see note),
"2 to 3 shallots, peeled and sliced (1/2 cup)",shallots,2-3,,,,peeled and sliced ( 0.5 cup),
"3 cloves garlic, peeled and sliced",garlic,3,clove,,,peeled and sliced,
"1 to 2 Thai or Serrano chilies, sliced",Thai or Serrano chilies,1-2,,,sliced,,
2 teaspoons minced fresh ginger,ginger,2,teaspoon,,,minced fresh,
1/2 teaspoon powdered turmeric,turmeric,0.5,teaspoon,,,powdered,
5 macadamia nuts,macadamia nuts,5,,,,,
2 teaspoons ground coriander,ground coriander,2,teaspoon,,,,
1/2 teaspoon black pepper,black pepper,0.5,teaspoon,,,,
1 teaspoon shrimp paste or anchovy paste or 1 tablespoon Asian fish sauce,shrimp paste,1,teaspoon,,,or anchovy paste or 1 tablespoon Asian fish sauce,
"1/2 teaspoon salt, or to taste",salt,0.5,teaspoon,,,or to taste,
1 1/2 tablespoons vegetable oil,vegetable oil,1.5,tablespoon,,,,
"12 ounces firm, fresh boneless white fish fillets, like snapper, mahi-mahi, bass or catfish",fish fillets,12,ounce,,,"firm, fresh boneless white, like snapper, mahi-mahi, bass or catfish",
"1/2 pound shrimp, peeled and deveined",shrimp,0.5,pound,,,peeled and deveined,
1/4 cup coconut milk,coconut milk,0.25,cup,,,,
"1 tablespoon fresh lime juice, or to taste",lime juice,1,tablespoon,,,"fresh, or to taste",
"2 kaffir lime leaves, cut into thin slivers (or 1/2 teaspoon grated lime zest)",kaffir lime leaves,2,,,,cut into thin slivers (or 0.5 teaspoon grated lime zest),
4 teaspoons light brown sugar,light brown sugar,4,teaspoon,,,,
"24 stalks lemon grass, leaves and roots trimmed off, each about 7 inches long",lemon grass,24,stalk,,,"leaves and roots trimmed off, each about 7 inches long",
"1/2 pound unsalted butter, at room temperature",unsalted butter,0.5,pound,,,at room temperature,
1 tablespoon distilled white vinegar,white vinegar,1,tablespoon,,,distilled,
"1 clove garlic, minced",garlic,1,clove,,,minced,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,,,
"24 extra-large shrimp (1 1/2 pounds), peeled and deveined",shrimp,24,,,,"extra-large ( 1.5 pound), peeled and deveined",
2 tablespoons vegetable oil,vegetable oil,2,tablespoon,,,,
2 tablespoons fresh lime juice,lime juice,2,tablespoon,,,fresh,
3 tablespoons Dijon-style mustard,Dijon-style mustard,3,tablespoon,,,,
1/2 cup dark rum,dark rum,0.5,cup,,,,
"1 stick (8 tablespoons) unsalted butter, cut into 1-inch pieces",unsalted butter,1,stick,,,"(8 tablespoon), cut into 1-inch piece",
1/2 cup dark brown sugar,dark brown sugar,0.5,cup,,,,
8 cinnamon sticks,cinnamon,8,stick,,,,
8 fresh mint leaves,mint leaves,8,,,,fresh,
4 tablespoons salted butter,salted butter,4,tablespoon,,,,
4 tablespoons brown sugar,sugar,4,tablespoon,,,brown,
4 tablespoons bourbon,bourbon,4,tablespoon,,,,
1 teaspoon lime juice,lime juice,1,teaspoon,,,,
Peach or vanilla ice cream,ice cream,,,,,Peach or vanilla,
8 large ripe freestone peaches,peaches,8,large,,,ripe freestone,
Coarse salt and freshly ground black pepper,salt and ground black pepper,,,,,freshly Coarse freshly ground,
3 tablespoons extra virgin olive oil,extra virgin olive oil,3,tablespoon,,,,
3 tablespoons fresh lemon juice,lemon juice,3,tablespoon,,,fresh,
"1/2 cup sun-dried tomatoes, packed dry",sun-dried tomatoes,0.5,cup,,,packed dry,
4 ounces ripe tomato,tomato,4,ounce,,,ripe,
1 large clove garlic,garlic,1,large clove,,,,
"A few sprigs fresh basil to yield 1/2 cup, lightly packed",basil,,,,,"A few sprig fresh to yield 0.5 cup, lightly packed",
"1 ounce Parmigiano Reggiano ( 1/3 cup, coarsely grated)",Parmigiano Reggiano,1,ounce,,," 0.333 cup, coarsely grated",
1/4 cup nonfat plain yogurt,nonfat plain yogurt,0.25,cup,,,,
3/4 cup reduced-fat ricotta cheese,reduced-fat ricotta cheese,0.75,cup,,,,
1 tablespoon balsamic vinegar,balsamic vinegar,1,tablespoon,,,,
Freshly ground black pepper,freshly ground black pepper,,,,,,
"8 ounces eggless linguine, plain, or flavored with black pepper",linguine,8,ounce,,,"eggless, plain, or flavored with black pepper",
1 1/2 pounds zucchini,zucchini,1.5,pound,,,,
Pan spray,Pan spray,,,,,,
1 teaspoon olive oil,olive oil,1,teaspoon,,,,
1 1/2 pounds sea scallops (about 30),sea scallops,1.5,pound,,,about 30)(,
About 30 fresh rosemary sprigs (each 3 to 4 inches long),rosemary,30,sprig,,,About fresh (each 3-4 inches long),
"3 ounces prosciutto, sliced paper thin",prosciutto,3,ounce,,,sliced paper thin,
Freshly ground black pepper,freshly ground black pepper,,,,,,
1/4 cup grapeseed oil,grapeseed oil,0.25,cup,,,,
"1/2 cup goat curd (or fresh goat cheese), chilled",goat curd,0.5,cup,,,"(or fresh goat cheese), chilled",
1/4 cup excellent olive oil,olive oil,0.25,cup,,,excellent,
Freshly ground black pepper,freshly ground black pepper,,,,,,
Sea salt,sea salt,,,,,,
1 teaspoon Dijon mustard,Dijon mustard,1,teaspoon,,,,
1 tablespoon aged sherry vinegar,sherry vinegar,1,tablespoon,,,aged,
"1/2 cup (4 ounces) smoked mackerel or smoked trout, pulled into small lumps",smoked mackerel,0.5,cup,,,"(4 ounce) or smoked trout, pulled into small lumps",
"2 cups cherry tomatoes, halved",cherry tomatoes,2,cup,,,halved,
"1 can (16 ounces) white beans, drained and rinsed",beans,16,ounce,,,"1 can (16 ounce) white, drained and rinsed",
"1 head bibb lettuce, leaves torn into several pieces",bibb lettuce,1,head,,,leaves torn into several piece,
1 teaspoon red wine vinegar,red wine vinegar,1,teaspoon,,,,
1 tablespoon Dijon mustard,Dijon mustard,1,tablespoon,,,,
Juice of 1 blood orange,blood orange,1,,,,Juice of,
3 large handfuls young arugula,young arugula,3,handful,,,,
"1/2 pound asparagus, woody ends trimmed",asparagus,0.5,pound,,,woody ends trimmed,
Sea salt,sea salt,,,,,,
1 cup roughly chopped dill or mint,dill,1,cup,,,roughly chopped or mint,
1 large watermelon,watermelon,1,large,,,,
"2 shallots, peeled and minced, or about 1/4 cup minced red onion or scallion",red onion,2,,,,"peeled and minced, or about 0.25 cup mincedonion or scallion",
Coarse sea salt,Coarse sea salt,,,,,,
1/4 cup peanut oil,peanut oil,0.25,cup,,,,
"2 cups almonds, blanched and skinned",almonds,2,cup,,,blanched and skinned,
Splash of Champagne or sparkling wine,Champagne,1,splash,,,or sparkling wine,
2 ounces freshly squeezed lime juice,lime juice,2,ounce,,,freshly squeezed,
2 ounces Grand Marnier,Grand Marnier,2,ounce,,,,
7 ounces vodka,vodka,7,ounce,,,,
"1 cup roughly chopped cilantro, mint, Thai basil or a combination",cilantro,1,cup,,,"roughly chopped, mint, Thai basil or a combination",
1 cup chopped watercress (optional),watercress,1,cup,,,chopped (optional),
"1 1/2 cups yogurt, preferably full-fat",yogurt,1.5,cup,,,preferably full-fat,
"1 1/2 cups chicken stock, chilled",chicken stock,1.5,cup,,,chilled,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,,,
2 medium cucumbers,cucumbers,2,medium,,,,
1 cup chopped watercress or arugula (optional),watercress,1,cup,,,chopped or arugula (optional),
"1/2 cup minced scallions, both white and green parts",scallions,0.5,cup,,,"minced, both white and green parts",
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,,to taste,
"1 tablespoon fresh tarragon, thyme leaves or parsley",tarragon,1,tablespoon,,,"fresh, thyme leaves or parsley",
"3 cups chicken stock, chilled",chicken stock,3,cup,,,chilled,
2 teaspoons sugar,sugar,2,teaspoon,,,,
"1 small chili, stemmed, seeded and minced, or 1/4 teaspoon cayenne, or to taste",chili,1,teaspoon,,,"small, stemmed, seeded and minced, or 0.25 cayenne, or to taste",
2 tablespoons rice or white wine vinegar,vinegar,2,tablespoon,,,rice or white wine,
3 tablespoons soy sauce,soy sauce,3,tablespoon,,,,
2 medium cucumbers,cucumbers,2,medium,,,,
Freshly ground pepper to taste,Freshly ground pepper,,,,,to taste,
"1 tablespoon fresh rosemary leaves, chopped",fresh rosemary leaves,1,tablespoon,,,chopped,
"3 cups canned Italian tomatoes, chopped, with their juice",Italian tomatoes,3,cup,,,"canned, chopped, with their juice",
"1 small can anchovies, drained and minced",anchovies,1,small can,,,drained and minced,
2 tablespoons extra-virgin olive oil,extra-virgin olive oil,2,tablespoon,,,,
1 clove garlic minced (green part removed),garlic,1,clove,,,minced (green part removed),
"1 head cauliflower, broken into florets",cauliflower,1,head,,,broken into florets,
"2 shallots, minced",shallots,2,,,,minced,
2 pounds fava beans,fava beans,2,pound,,,,
1 pound young zucchini,young zucchini,1,pound,,,,
2 tablespoons extra-virgin olive oil,extra-virgin olive oil,2,tablespoon,,,,
"1 clove garlic, minced (green part removed)",garlic,1,clove,,,minced (green part removed),
1/2 cup freshly grated Parmesan cheese,Parmesan cheese,0.5,cup,,,freshly grated,
1 pound asparagus,asparagus,1,pound,,,,
"1/2 cup dry bread crumbs, preferably homemade",bread crumbs,0.5,cup,,,"dry, preferably homemade",
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,,to taste,
"2 cups canned Italian tomatoes, chopped, with their juice",Italian tomatoes,2,cup,,,"canned, chopped, with their juice",
Salt and pepper,Salt and pepper,,,,,,
"1 clove garlic, minced (green part removed)",garlic,1,clove,,,minced (green part removed),
4 heads fennel,fennel,4,head,,,,
1/2 cup extra-virgin olive oil,extra-virgin olive oil,0.5,cup,,,,
Lemon wedges for squeezing,Lemon wedges,,,,,for squeezing,
"2 cups day-old bread cut into 1-inch cubes, lightly toasted",bread,2,cup,,,"day-old cut into 1-inch cubes, lightly toasted",
Leaves from 1 large bunch parsley,parsley,1,large bunch,,,Leaves from,
Tops from 1 bunch watercress,watercress,1,bunch,,,Tops from,
1 1/2 pounds lamb in one-inch chunks,lamb,1.5,pound,,,in one-inch chunks,
"1 medium onion, peeled and cut into chunks",onion,1,medium,,,peeled and cut into chunks,
1 teaspoon ground cumin,ground cumin,1,teaspoon,,,,
1/4 cup extra virgin olive oil,extra virgin olive oil,0.25,cup,,,,
1/2 tablespoon coarse-grain mustard,mustard,0.5,tablespoon,,,coarse-grain,
1/2 tablespoon Dijon mustard,Dijon mustard,0.5,tablespoon,,,,
1 tablespoon freshly squeezed lemon juice,lemon juice,1,tablespoon,,,freshly squeezed,
"1 1/2 tablespoons salt-cured capers, rinsed thoroughly",capers,1.5,tablespoon,,,"salt-cured, rinsed thoroughly",
