input,name,quantity,unit,preparation,comment
"2 leeks, cut into chunky pieces",leeks,2,,cut into chunky pieces,
1 tsp coriander seeds,coriander seeds,1,tsp,,
100g/3½oz brown crabmeat,brown crabmeat,100 3.5,g oz,,/
small piece cinnamon stick,cinnamon,,small piece stick,,
"1 large red radish, sliced lengthways into julienne strips",red radish,1,large,sliced lengthways into julienne strips,
2 portions goats’ cheese (either individual crottins or slices from a larger log),portions goats’ cheese,2,,,(either individual crottins or slices from a larger log)
"4 tsp mixed ground spices (such as cinnamon, star anise, cardamom and nutmeg)",mixed ground spices,4,tsp,,"(such as cinnamon, star anise, cardamom and nutmeg)"
6 burger buns,burger buns,6,,,
"6 cloves garlic, in their skins, crushed",garlic,6,clove,crushed,in their skins
"125g/4½oz curly kale, chopped",curly kale,125 4.5,g oz,chopped,/
"1 bunch asparagus, chopped",asparagus,1,bunch,chopped,
200g/7oz golden sultanas,golden sultanas,200 7,g oz,,/
"6 passion fruit, seeds scooped out",passion fruit,6,,seeds scooped out,
"1 garlic clove, unpeeled",garlic,1,clove,unpeeled,
1 tsp toasted sesame seeds,sesame seeds,1,tsp,toasted,
6 tbsp extra virgin oil,extra virgin oil,6,tbsp,,
"50g/1¾oz ciabatta, cut into cubes",ciabatta,50 1.75,g oz,cut into cubes,/
200ml/7fl oz light ale,light ale,200 7,ml fl oz,,/
150ml/5fl oz extra virgin olive,extra virgin olive,150 5,ml fl oz,,/
1 tbsp chopped fresh curly-leaved parsley,fresh curly-leaved parsley,1,tbsp,chopped,
250g/9oz lean pork mince,lean pork mince,250 9,g oz,,/
250ml/9fl oz olive oil,olive oil,250 9,ml fl oz,,/
50g/2oz wild sorrel,wild sorrel,50 2,g oz,,/
2.2kg/4lb 14oz turkey crown,turkey crown,2.2 4 14,kg lb oz,,/
150g/5oz slightly salted butter,slightly salted butter,150 5,g oz,,/
"large handful of rocket leaves, to serve",rocket leaves,,large handful,,"of, to serve"
"½ handful oregano, chopped",oregano,0.5,handful,chopped,
12 small sage leaves,sage leaves,12,small,,
"4 chicken thighs, skinless","chicken thighs, skinless",4,,,
"3 small sprigs each of fresh thyme, rosemary and oregano","fresh thyme, rosemary and oregano",3,small sprigs,,of each
"butter, for serving",butter,,,,for serving
"1-2 small dried chillies, to taste",dried chillies,1-2,small,,to taste
"55g/2oz ready-made thin rice noodles, cooked according to packet instructions",ready-made thin rice noodles,55 2,g oz,cooked according to packet instructions,/
200g/7oz cooked new potatoes,new potatoes,200 7,g oz,cooked,/
"2 blush pears, halved and cored",blush pears,2,,halved and cored,
"1litre/1¾ pints flavourless vegetable oil, for deep frying",flavourless vegetable oil,1 1.75,litre pint,,for deep frying /
"85g/3oz feta cheese, cut into cubes",feta cheese,85 3,g oz,cut into cubes,/
"1 small bunch flatleaf parsley, chopped",flatleaf parsley,1,small bunch,chopped,
"1 garlic clove, peeled and halved",garlic,1,clove,peeled and halved,
120ml/4¼fl oz sparkling water,sparkling water,120 4.25,ml fl oz,,/
"2 small red or yellow peppers, cut in half from top to bottom, seeds and stalk removed",red or yellow peppers,2,small,"cut in half from top to bottom, seeds and stalk removed",
55g/2 oz smoked salmon,smoked salmon,55 2,g oz,,/
"30g/1oz dried 'instant noodles', seasoning sachet discarded",dried 'instant noodles',30 1,g oz,seasoning sachet discarded,/
"3 spring onions, thinly sliced",spring onions,3,,thinly sliced,
"233g/8¼oz white chocolate, grated or chopped into very small pieces",white chocolate,233 8.25,g oz,grated or chopped into very small pieces,/
"½ sweet potato, peeled and cubed",sweet potato,0.5,,peeled and cubed,
"sweetened cocoa powder, to serve",sweetened cocoa powder,,,,to serve
"150g/5½oz baby spinach, washed",baby spinach,150 5.5,g oz,washed,/
"250ml/9fl oz milk, plus milk to cook the cauliflower",milk,250 9,ml fl oz,,plus milk to cook the cauliflower /
"50g/1¾oz unsalted butter, softened, plus extra for greasing",unsalted butter,50 1.75,g oz,softened,plus extra for greasing /
¾ tsp anchovy paste,anchovy paste,0.75,tsp,,
"1 gherkin, chopped",gherkin,1,,chopped,
"200g/7oz tinned palm hearts, drained and cut into 5mm/¼in slices",tinned palm hearts,200 7,g oz,drained and cut into 5 mm / 0.25 in slices,/
"2 small pork fillets, each weighing about 300g/10oz, trimmed of sinew and cut into 2.5cm/1in-thick slices",pork fillets,2 300 10,small g oz,trimmed of sinew and cut into 2.5 cm / 1 in-thick slices,"/ each weighing , about"
1 spring fresh parsley,spring fresh parsley,1,,,
"12 cardamom pods, seeds crushed",cardamom pods,12,,seeds crushed,
"4 leeks, trimmed, cut in half lengthways, finely sliced, plus extra to serve",leeks,4,,"trimmed, cut in half lengthways, finely sliced",plus extra to serve
"1kg/2lb 4oz shiitake mushrooms, sliced",shiitake mushrooms,1 2 4,kg lb oz,sliced,/
6 baby chestnut mushrooms,baby chestnut mushrooms,6,,,
150g/5oz rocket leaves,rocket leaves,150 5,g oz,,/
"2 pieces stem ginger, chopped small",ginger,2,piece stems,chopped small,
100ml/3½fl oz chicken or turkey stock,chicken or turkey stock,100 3.5,ml fl oz,,/
"3-4 tbsp olive and sunflower oil, mixed, plus extra for frying pine nuts","olive and sunflower oil, mixed",3-4,tbsp,,plus extra for frying pine nuts
20g/¾oz capers,capers,20 0.75,g oz,,/
"2 x 750g/1lb 10oz cooked lobster, shelled and cut into chunks",lobster,2 x 750 1 10,g lb oz,"cooked, shelled and cut into chunks",/
1 tsp Chinese five-spice,Chinese 5 spice,1,tsp,,
"6 button mushrooms, chopped",button mushrooms,6,,chopped,
2 tbsp sucralose sugar-substitute,sucralose sugar-substitute,2,tbsp,,
400g/13oz new potatoes scrubbed and cut into 1in/2.5cm chunks,new potatoes,400 13,g oz,scrubbed and cut into 1 in / 2.5 cm chunk,/
"1 tbsp stem ginger sugar syrup, (from a jar of stem ginger)",ginger sugar syrup,1,tbsp stem,,(from a jar of stem ginger)
Oil for deep fat frying,Oil,,,,for deep fat frying
"1 ripe avocado, peeled, stone removed, chopped, plus extra to serve",ripe avocado,1,,"peeled, stone removed, chopped",plus extra to serve
1 tbsp chopped fresh lemon balm,fresh lemon balm,1,tbsp,chopped,
35ml/1½fl oz pink grapefruit juice,pink grapefruit juice,35 1.5,ml fl oz,,/
"200g/7oz cherries, stones removed",cherries,200 7,g oz,stones removed,/
"12 prawns, head removed shell and tail on",prawns,12,,head removed shell and tail on,
1 Chinese cabbage,Chinese cabbage,1,,,
"50g/2oz melted butter, for basting",butter,50 2,g oz,melted,for basting /
2 tbsp apricot liqueur or apricot brandy,apricot liqueur or apricot brandy,2,tbsp,,
"1 green chilli, seeds removed, finely chopped",green chilli,1,,"seeds removed, finely chopped",
"1 x 1.5kg/3lb 5oz lamb shoulder, boned by the butcher, not rolled and tied",lamb shoulder,1 x 1.5 3 5,kg lb oz,"boned by the butcher, not rolled and tied",/
"90g/3¼oz icing sugar, plus extra to serve",icing sugar,90 3.25,g oz,,plus extra to serve /
"1 carrot, peeled, cut lengthways and sliced thinly on an angle",carrot,1,,"peeled, cut lengthways and sliced thinly on an angle",
9 blackberries,blackberries,9,,,
"40g/1½oz unsalted butter, softened, plus extra for greasing",unsalted butter,40 1.5,g oz,softened,plus extra for greasing /
"16 razor clams, rinsed",razor clams,16,,rinsed,
1 tbsp black pepper,black pepper,1,tbsp,,
"4 oysters, shucked and chopped",oysters,4,,shucked and chopped,
"200g/7oz cold unsalted butter, cubed",unsalted butter,200 7,g oz,"cold, cubed",/
75g/2½oz flour,flour,75 2.5,g oz,,/
"1 slice bread, crust removed and diced ½cm/¼in thick",bread,1,slice,crust removed and diced 0.5 cm / 0.25 in thick,
"2 celery stalks, thinly sliced",celery,2,stalks,thinly sliced,
fleur de sel,fleur de sel,,,,
125g/4½ oz ground almonds,ground almonds,125 4.5,g oz,,/
"2 tbsp black beans, coarsely chopped",black beans,2,tbsp,coarsely chopped,
200g/7oz duck mince,duck mince,200 7,g oz,,/
"3 celery stalks, peeled into ribbons",celery,3,stalks,peeled into ribbons,
"watercress leaves, to garnish",watercress leaves,,,,to garnish
"100g/3½oz pine nuts, lightly toasted in a dry frying pan",pine nuts,100 3.5,g oz,lightly toasted in a dry frying pan,/
50g/1½oz Stilton,Stilton,50 1.5,g oz,,/
"25g/1oz dried figs, chopped",dried figs,25 1,g oz,chopped,/
"sugar, pinch of",sugar,,pinch,,of pinch
"1 tbsp fresh rosemary, roughly chopped",fresh rosemary,1,tbsp,roughly chopped,
I litre/1¾ pints duck or goose fat,"I, duck or goose fat",1.75,litre pint,,/
"4 potatoes, peeled and cubed",potatoes,4,,peeled and cubed,
"½ onion, roughly chopped",onion,0.5,,roughly chopped,
"500g/1lb 2oz beef fillet, cut into strips",beef fillet,500 1 2,g lb oz,cut into strips,/
small bunch dill,dill,,small bunch,,
"2 tbsp fresh mint leaves, left whole",fresh mint leaves,2,tbsp,left whole,
150g/5oz crab meat,crab meat,150 5,g oz,,/
4 tbsp melted butter,butter,4,tbsp,melted,
"½ spring onion, finely chopped",spring onion,0.5,,finely chopped,
"1 small leek, trimmed and chopped",leek,1,small,trimmed and chopped,
1½ beef stock cubes,beef stock cubes,1.5,,,
"handful fresh herbs (rosemary, sage, parsley)",fresh herbs,,handful,,"(rosemary, sage, parsley)"
8-12 cooked new potatoes,new potatoes,8-12,,cooked,
"200g/7oz monkfish, cut into chunks",monkfish,200 7,g oz,cut into chunks,/
55g/2oz crispy seaweed,crispy seaweed,55 2,g oz,,/
100g/3oz button mushrooms,button mushrooms,100 3,g oz,,/
"1 large handful fresh coriander, finely chopped",fresh coriander,1,large handful,finely chopped,
"4 tbsp olive oil, plus extra to serve",olive oil,4,tbsp,,plus extra to serve
"200g/7oz good-quality herb sausages, grilled until completely cooked through, cooled, thickly sliced",herb sausages,200 7,g oz,"grilled until completely cooked through, cooled, thickly sliced",/ good-quality 
90ml/6 tbsp coconut cream,coconut cream,90 6,ml tbsp,,/
1 tsp ground mixed spice,ground mixed spice,1,tsp,,
1 shallot finely chopped,shallot,1,,finely chopped,
1 tbsp hazelnut oil,hazelnut oil,1,tbsp,,
"6 clover leaves (optional), to garnish",clover leaves,6,,,"(optional), to garnish"
"1 lime, juice of half, half cut into wedges",lime,1,,half cut into wedges,juice of half
"70g/2½oz cheddar cheese, grated",cheddar cheese,70 2.5,g oz,grated,/
"2 yuzu (or limes), zest only",yuzu,2,,zest only,(or limes)
"75g/3oz butter, softened",butter,75 3,g oz,softened,/
"3 tbsp fresh coriander leaves, roughly chopped",fresh coriander leaves,3,tbsp,roughly chopped,
"1 tbsp Greek yoghurt, to serve (optional)",Greek yoghurt,1,tbsp,,to serve (optional)
4 tbsp sieved passion fruit,sieved passion fruit,4,tbsp,,
1 tbsp demerara sugar or palm sugar,demerara sugar or palm sugar,1,tbsp,,
100g/3½oz gammon steak,gammon steak,100 3.5,g oz,,/
"1 small banana shallot, peeled and finely chopped",banana shallot,1,small,peeled and finely chopped,
"5 dried, hot red chillies, soaked in 75ml/3fl oz warm water","dried, hot red chillies",5,,soaked in 75 ml / 3 fl oz warm water,
"vegetable or sunflower oil, for deep frying",vegetable or sunflower oil,,,,for deep frying
100g/3½oz cranberries (frozen or fresh),cranberries,100 3.5,g oz,,(frozen or fresh) /
"lamb stock, if needed",lamb stock,,,,if needed
"50g/1¾oz salmon fillet, cooked and flaked",salmon fillet,50 1.75,g oz,cooked and flaked,/
large handful of fresh basil leaves,fresh basil leaves,,large handful,,of
up to 300ml/½ pint vegetable stock or milk,vegetable stock or milk,300 0.5,ml pint,,up to /
20 peppercorns,peppercorns,20,,,
"85g/3oz split red lentils, rinsed",split red lentils,85 3,g oz,rinsed,/
"2 seedless oranges, cut into quarters",seedless oranges,2,,cut into quarters,
3 free-range duck eggs,free-range duck eggs,3,,,
"340g/12oz baby turnips, peeled, trimmed",baby turnips,340 12,g oz,"peeled, trimmed",/
150g/5½oz brown sugar,brown sugar,150 5.5,g oz,,/
"table salt, to taste",table salt,,,,to taste
200ml/7fl oz peanut oil,peanut oil,200 7,ml fl oz,,/
130g/4½oz light soft brown sugar,light soft brown sugar,130 4.5,g oz,,/
2 tbsp coffee essence,coffee essence,2,tbsp,,
6 fillets of anchovies marinated in brine,fillets of anchovies,6,,,marinated in brine
"50g/1¾oz unsalted butter, plus extra for greasing",unsalted butter,50 1.75,g oz,,plus extra for greasing /
"1 unwaxed lemon, juice only",unwaxed lemon,1,,,juice only
50g/1¾oz sliced bamboo shoots,bamboo shoots,50 1.75,g oz,sliced,/
"small handful coriander leaves, finely chopped",coriander leaves,,small handful,finely chopped,
"1kg/2lb 4oz fresh mussels, beards removed, cleaned (discard any mussels that do not close tightly when gently tapped)",fresh mussels,1 2 4,kg lb oz,"beards removed, cleaned",(discard any mussels that do not close tightly when gently tapped) /
"250g/9oz dried lentils, cooked according to packet instructions",dried lentils,250 9,g oz,cooked according to packet instructions,/
450g/1lb dried mixed fruit,dried mixed fruit,450 1,g lb,,/
"2 tbsp tarragon leaves, finely chopped",tarragon leaves,2,tbsp,finely chopped,
280g/10oz light brown muscovado sugar,light brown muscovado sugar,280 10,g oz,,/
6 star anise,star anise,6,,,
700ml/1½ pints malt vinegar,malt vinegar,700 1.5,ml pint,,/
"3 large flat mushrooms, cut into wedges",flat mushrooms,3,large,cut into wedges,
1–2 tsp tomato ketchup,tomato ketchup,1-2,tsp,,
1kg/2lb 4oz plain flour,plain flour,1 2 4,kg lb oz,,/
"7 tbsp vegetable oil, for frying",vegetable oil,7,tbsp,,for frying
1 tbsp salt flakes,salt flakes,1,tbsp,,
"200g/7oz dried figs, chopped",dried figs,200 7,g oz,chopped,/
pinch of sugar,sugar,,pinch,,of
"85g/3oz baby plum tomatoes, chopped",baby plum tomatoes,85 3,g oz,chopped,/
"¼ tsp shrimp paste, or 2 anchovies from a can, chopped",shrimp paste,0.25,tsp,chopped,or 2 anchovies from a can
"4 celery stalks, trimmed, chopped",celery,4,stalks,"trimmed, chopped",
fresh bay leaves,fresh bay leaves,,,,
"1 stem lemongrass, finely sliced",lemongrass,1,stem,finely sliced,
"mascarpone cheese, to serve",mascarpone cheese,,,,to serve
2-3 tbsp coconut cream,coconut cream,2-3,tbsp,,
few red vein sorrel leaves,red vein sorrel leaves,few,,,
20 pieces black licorice,black licorice,20,piece,,
"2 tomatoes, blended to a pulp in a food processor",tomatoes,2,,blended to a pulp in a food processor,
"1 lemon, zest and juice, reserve and chop the remaining lemon pieces",lemon,1,,reserve and chop the remaining lemon pieces,zest and juice
"500g/1lb 2oz pork belly, cut into medium-sized chunks",pork belly,500 1 2,g lb oz,cut into medium-sized chunks,/
"500g/1lb 2oz Bramley apples, peeled, cores removed, roughly chopped",Bramley apples,500 1 2,g lb oz,"peeled, cores removed, roughly chopped",/
"1 tbsp capers, rinsed and drained, roughly chopped",capers,1,tbsp,"rinsed and drained, roughly chopped",
green leaf salad,green leaf salad,,,,
"50g/1¾oz candied lemon peel, chopped",candied lemon peel,50 1.75,g oz,chopped,/
50g/1¾oz chopped lilliput capers,lilliput capers,50 1.75,g oz,chopped,/
"up to 250g/9oz piece butcher's black pudding, chopped roughly or crumbled",butcher's black pudding,250 9,g oz piece,"up to, chopped roughly or crumbled",/
1 bottle good-quality red wine (preferably Pinot Noir),red wine,1,bottle,,(preferably Pinot Noir) good-quality 
2 tsp lilliput capers,lilliput capers,2,tsp,,
175g/6oz whitecurrants,whitecurrants,175 6,g oz,,/
4 tbsp medium Indian curry paste,Indian curry paste,4,tbsp medium,,
1 large butternut squash,butternut squash,1,large,,
2 rabbit loins,rabbit loins,2,,,
"250g/9oz mangetout, chopped",mangetout,250 9,g oz,chopped,/
100ml/3½fl oz full-fat milk,full-fat milk,100 3.5,ml fl oz,,/
"85g/3oz cheddar cheese, grated",cheddar cheese,85 3,g oz,grated,/
"8 boneless chicken thighs, skin on",boneless chicken thighs,8,,skin on,
"1 head garlic, cloves separated but not peeled",garlic,1,head,cloves separated but not peeled,
110g/4oz quince jelly,quince jelly,110 4,g oz,,/
pinch of asafoetida,asafoetida,,pinch,,of
"200g/7oz cooking chorizo sausage, cubed",cooking chorizo sausage,200 7,g oz,cubed,/
"1 red pepper, cut into thin strips",red pepper,1,,cut into thin strips,
"150g/5oz butter, softened, plus extra for greasing",butter,150 5,g oz,softened,plus extra for greasing /
20 black Kalamata olives,black Kalamata olives,20,,,
"1 red chilli, halved, seeds removed, roughly chopped",red chilli,1,,"halved, seeds removed, roughly chopped",
"300g/10½oz baby onions, peeled, left whole",baby onions,300 10.5,g oz,"peeled, left whole",/
"1 small head radicchio, outer leaves removed, quartered",radicchio,1,small head,"outer leaves removed, quartered",
1 corn-on-the-cob,corn-on-the-cob,1,,,
"50g/2oz pistachios, shells removed, finely chopped (optional)",pistachios,50 2,g oz,"shells removed, finely chopped",(optional) /
"thumb-sized piece of ginger, peeled and thinly sliced",ginger,,thumb-sized piece,peeled and thinly sliced,of
"1 tbsp grated parmesan, or similar Italian hard cheese",parmesan,1,tbsp,grated,or similar Italian hard cheese
"500g/1lb 2oz strawberries, hulled and halved",strawberries,500 1 2,g lb oz,hulled and halved,/
"1 beef tomato, seeds removed, finely diced",beef tomato,1,,"seeds removed, finely diced",
"½-1 tbsp oyster sauce, to taste",oyster sauce,0.5-1,tbsp,,to taste
"2kg/4lb 4oz medium clams, cleaned, (discard any clams that remain open after rinsing)",clams,2 4 4,kg lb oz medium,cleaned,(discard any clams that remain open after rinsing) /
"1 small garlic clove, chopped",garlic,1,small clove,chopped,
½ tbsp brown sugar,brown sugar,0.5,tbsp,,
"1 x 350g/12oz whole mackerel, cut into large chunks",whole mackerel,1 x 350 12,g oz,cut into large chunks,/
"500g/1lb young beetroot, peeled and diced",young beetroot,500 1,g lb,peeled and diced,/
"1 lemon, to serve",lemon,1,,,to serve
12 white peppercorns,white peppercorns,12,,,
"175g/6oz unsalted butter, plus extra for greasing",unsalted butter,175 6,g oz,,plus extra for greasing /
