input,name,quantity,unit,size,preparation,comment,purpose
"250ml/9fl oz pineapple juice, from a carton",pineapple juice,250 9,ml fl oz,,,from a carton,
"4 button mushrooms, thinly sliced",button mushrooms,4,,,thinly sliced,,
4 tbsp onion marmalade,onion marmalade,4,tbsp,,,,
"300g/10½oz pork belly, cut into 0.5cm/¼in square cubes",pork belly,300 10#1$2,g oz,,cut into 0.5 cm #1$4 in square cube,,
275 ml/9¾fl oz sherry or wine,sherry or wine,275 9#3$4,ml fl oz,,,,
275g/9¾oz self–raising flour,self-raising flour,275 9#3$4,g oz,,,,
"½ small ripe pineapple, peeled and finely chopped",ripe pineapple,#1$2,,small,peeled and finely chopped,,
1 tbsp crème fraiche,crème fraiche,1,tbsp,,,,
1 tbsp chopped fresh coriander leaves,fresh coriander leaf,1,tbsp,,chopped,,
"½ loaf brioche, sliced into 1cm/½in cubes",brioche,#1$2,loaf,,sliced into 1 cm #1$2 in cube,,
¼ tsp ground cardamom (or seeds from 8 pods),ground cardamom,#1$4,tsp,,,or seeds from 8 pod,
"2 beef stock cubes, crumbled",beef stock cube,2,,,crumbled,,
110ml-150ml/4-5fl oz chilled sparkling water,sparkling water,110-150 4-5,ml fl oz,,chilled,,
1.2 litres/2 pints coconut milk,coconut milk,1.2 2,litre pint,,,,
½-1 tbsp sugar,sugar,#1$2-1,tbsp,,,,
"1 medium onion, finely diced",onion,1,,medium,finely diced,,
300ml/10fl oz chicken stock,chicken stock,300 10,ml fl oz,,,,
"3 free-range eggs, plus 1 free-range egg yolk",free-range eggs,3,,,,plus 1 free-range egg yolk,
"100g/3½oz mangetout, cut in half lengthways",mangetout,100 3#1$2,g oz,,cut in half lengthways,,
3 small courgettes,courgettes,3,,small,,,
60g/2oz of butter,butter,60 2,g oz,,,of,
¼ tsp cumin seeds,cumin seeds,#1$4,tsp,,,,
1 tsp saffron threads,saffron threads,1,tsp,,,,
200g/7oz ice,ice,200 7,g oz,,,,
"4 leaves fresh mint, chopped",fresh mint,4,leaf,,chopped,,
"320g/11oz fresh salmon fillet, skin removed, cut in half lengthways",fresh salmon fillet,320 11,g oz,,skin removed cut in half lengthways,,
1 tsp stem ginger (from a jar),ginger from a jar,1,tsp stem,,,,
4 tbsp ricotta,ricotta,4,tbsp,,,,
"2 carrots, grated",carrots,2,,,grated,,
"4 tbsp olive, sunflower, hazelnut or walnut oil",olive sunflower hazelnut or walnut oil,4,tbsp,,,,
20 assorted cherry or small tomatoes,assorted cherry or small tomatoes,20,,,,,
3 slices fresh ginger,fresh ginger,3,slice,,,,
"1 fresh coconut, flesh grated (or 200g/7oz desiccated coconut, soaked in water and squeezed dry)",fresh coconut,1,,,flesh grated,or 200 g 7 oz desiccated coconut soaked in water and squeezed dry,
8-10 fresh curry leaves,fresh curry leaf,8-10,,,,,
"20g/1oz fresh chives, cut into 2in pieces",fresh chives,20 1,g oz,,cut into 2 in piece,,
splash Madeira,Madeira,,splash,,,,
"6 quails’ eggs, soft boiled, shells removed",quails’ eggs,6,,,soft boiled shells removed,,
70g/2½oz caster sugar,caster sugar,70 2#1$2,g oz,,,,
"2 sprigs fresh thyme, chopped",fresh thyme,2,sprig,,chopped,,
"350g/12oz frozen mixed vegetables, thawed and drained",frozen mixed vegetables,350 12,g oz,,thawed and drained,,
1x 397g/14oz tin condensed milk,condensed milk,1x 397 14,g oz tin,,,,
"1 x 1.75kg/3lb 14oz lamb belly, bones removed",lamb belly,1x 1.75 3 14,kg lb oz,,bones removed,,
"250g/9oz fine egg noodles, cooked according to packet instructions, drained and refreshed in cold water and drained again",fine egg noodles,250 9,g oz,,cooked according to packet instructions drained and refreshed in cold water and drained again,,
"200g/7oz wild mushrooms, cleaned and sliced",wild mushrooms,200 7,g oz,,cleaned and sliced,,
"3 tomatoes, sliced",tomatoes,3,,,sliced,,
3-4 tbsp preserved lemon brine,preserved lemon brine,3-4,tbsp,,,,
"1 handful flatleaf parsley, roughly chopped",flatleaf parsley,1,handful,,roughly chopped,,
25g/1¾oz dried Damascan rose petals (available at spice shops and Middle Eastern food stores),dried Damascan rose petals,25 1#3$4,g oz,,,available at spice shops and Middle Eastern food stores,
"2 shallots, finely sliced",shallots,2,,,finely sliced,,
20g/½ oz yeast,yeast,20 #1$2,g oz,,,,
200g/7oz fonio (or quinoa),fonio or quinoa,200 7,g oz,,,,
1 tbsp grated orange rind,orange rind,1,tbsp,,grated,,
"½ tsp of chilli oil or less, to taste",chilli oil,#1$2,tsp,,,of or less to taste,
"2 sweet potatoes, cut into 2cm/1in cubes",sweet potatoes,2,,,cut into 2 cm 1 in cube,,
½ tsp peppercorns,peppercorns,#1$2,tsp,,,,
2 tbsp lime juice,lime juice,2,tbsp,,,,
"600g/1lb 5oz unsmoked streaky bacon, in one piece, rind removed",unsmoked streaky bacon,600 1 5,g lb oz,,in one piece rind removed,,
"4 sprigs thyme, leaves picked, or 1 tsp dried thyme",thyme,4,sprig,,leaf picked,or 1 tsp dried thyme,
"300g/10½oz carrots, peeled, cut into equal-sized pieces",carrots,300 10#1$2,g oz,,peeled cut into equal-sized piece,,
4 x 200g/7oz salmon fillets (skin off),salmon fillets,4x 200 7,g oz,,,skin off,
500g/1lb 2oz all-butter puff pastry,all-butter puff pastry,500 1 2,g lb oz,,,,
15g/½oz black treacle,black treacle,15 #1$2,g oz,,,,
"3 large banana shallots, finely sliced",banana shallots,3,,large,finely sliced,,
8 drops of coconut flavouring (optional),coconut flavouring,8,drop,,,of optional,
"24 shallots, peeled and blanched for 5-6 minutes",shallots,24,,,peeled and blanched for 5-6 minutes,,
"400ml/14fl oz double cream, whipped",double cream,400 14,ml fl oz,,whipped,,
"1 small red onion, halved",red onion,1,,small,halved,,
"12 scallops, removed from their shells, cleaned and roe removed",scallops,12,,,removed from their shells cleaned and roe removed,,
"½ aubergine, thinly sliced",aubergine,#1$2,,,thinly sliced,,
1 rosemary branch,rosemary,1,branch,,,,
"500g/1lb 2oz butternut squash, peeled, cored and cut into 15mm/¾in cubes (450g/1lb when peeled and cored)",butternut squash,500 1 2,g lb oz,,peeled cored and cut into 15 mm #3$4 in cube,450 g 1 lb when peeled and cored,
2 tbsp sherry vinegar,sherry vinegar,2,tbsp,,,,
5g finely chopped shallot,shallot,5,g,,finely chopped,,
50ml/2 fl oz white wine (a generous splash),white wine,50 2,ml fl oz,,,a generous splash,
"50g/1 oz pak choi, finely sliced",pak choi,50 1,g oz,,finely sliced,,
1 bottle (75cl) dry white wine,dry white wine,1 75,bottle cl,,,,
"chopped fresh coriander, to garnish",fresh coriander,,,,chopped,,to garnish
170ml/6fl oz good quality gin,good quality gin,170 6,ml fl oz,,,,
"85g/3oz grated cheese (I use gruyère, but you can use any hard cheese)",cheese,85 3,g oz,,grated,I use gruyère but you can use any hard cheese,
"1 tbsp fresh mint leaves, shredded",fresh mint leaf,1,tbsp,,shredded,,
4 tbsp roughly chopped fresh basil leaves,fresh basil leaf,4,tbsp,,roughly chopped,,
100g/3½oz ground almonds,ground almonds,100 3#1$2,g oz,,,,
150ml/5fl oz Marsala wine (or Madeira or medium sherry),Marsala wine or Madeira or medium sherry,150 5,ml fl oz,,,,
"3 tbsp tarragon leaves, picked",tarragon leaf,3,tbsp,,picked,,
"1 medium squid, cleaned, cut into rings",squid,1,,medium,cleaned cut into rings,,
⅓ tsp dried chilli flakes,dried chilli flakes,#1$3,tsp,,,,
"100g/3½oz feta, crumbled, to serve",feta,100 3#1$2,g oz,,crumbled,,to serve
125ml/4fl oz rice wine vinegar,rice wine vinegar,125 4,ml fl oz,,,,
2 tbsp rice wine or dry sherry,rice wine or dry sherry,2,tbsp,,,,
½ tsp xanthum gum (available from health food shops and online),xanthum gum,#1$2,tsp,,,available from health food shops and online,
600g/1lb 5oz ready-made all-butter puff pastry,ready-made all-butter puff pastry,600 1 5,g lb oz,,,,
"butter, melted",butter,,,,melted,,
200ml/7fl oz red or white wine,red or white wine,200 7,ml fl oz,,,,
sprinkle of sugar,sprinkle of sugar,,,,,,
"1 large potato, peeled, chopped and diced",potato,1,,large,peeled chopped and diced,,
"1 large stalk celery, trimmed and cut into large chunks",celery,1,large stalk,,trimmed and cut into large chunk,,
450g/1lb long grain rice,long grain rice,450 1,g lb,,,,
"40g/1½oz fennel, very finely sliced, set aside in a bowl of iced water",fennel,40 1#1$2,g oz,,very finely sliced set aside in a bowl of iced water,,
"200g/7¼oz self-raising flour, sifted with 1 tsp salt, plus extra for dusting",self-raising flour,200 7#1$4,g oz,,sifted with 1 tsp salt,plus extra for dusting,
"1 yellow pepper, seeds removed, cut into 1cm/½in pieces",yellow pepper,1,,,seeds removed cut into 1 cm #1$2 in piece,,
110g/3½oz soft brown sugar,soft brown sugar,110 3#1$2,g oz,,,,
"2 tbsp fresh flat-leaf parsley, roughly chopped",fresh flat-leaf parsley,2,tbsp,,roughly chopped,,
750ml/1 pint 6fl oz hot fish or vegetable stock,hot fish or vegetable stock,750 1 6,ml pint fl oz,,,,
"150g/5½oz breadcrumbs (made from 4-5 slices of bread, broken into breadcrumbs and dried slightly)",breadcrumbs,150 5#1$2,g oz,,made from 4-5 slice of bread broken into breadcrumbs and dried slightly,,
4 sheets dried nori,dried nori,4,sheet,,,,
1kg/2lb 4oz beef mince,beef mince,1 2 4,kg lb oz,,,,
16 quails' eggs,quails' eggs,16,,,,,
275g/10oz fresh blackberries,fresh blackberries,275 10,g oz,,,,
"cocktail sticks, to secure the bacon",cocktail stick,,,,,,to secure the bacon
"whipped cream, mixed with a shot of vodka",whipped cream,,,,mixed with a shot of vodka,,
50g/2oz soft brown sugar,soft brown sugar,50 2,g oz,,,,
"1 large carrot, scrubbed, cut in half, each half cut into 1cm/½in half moons",carrot,1,,large,scrubbed cut in half each half cut into 1 cm #1$2 in half moons,,
"red chilli, chopped, for garnish",red chilli,,,,chopped,,for garnish
"500g/1lb 2oz butter, chilled",butter,500 1 2,g lb oz,,chilled,,
50g/2oz blueberries,blueberries,50 2,g oz,,,,
"100g/3½oz cabbage, very finely shredded",cabbage,100 3#1$2,g oz,,very finely shredded,,
"2 red onions, peeled, halved and sliced",red onions,2,,,peeled halved and sliced,,
1 tbsp oriental satay or barbecue sauce (available from Asian grocers),oriental satay or barbecue sauce,1,tbsp,,,available from Asian grocers,
a good glass of dry cider,dry cider,,good glass,,,a of,
"3 piquillo peppers, roughly chopped (available from Spanish delicatessens and some supermarkets)",piquillo peppers,3,,,roughly chopped,available from Spanish delicatessens and some supermarkets,
"2 tbsp lemon juice, or to taste",lemon juice,2,tbsp,,,or to taste,
"1 small red cabbage, cored and sliced",red cabbage,1,,small,cored and sliced,,
80ml/3fl oz light soy sauce,light soy sauce,80 3,ml fl oz,,,,
50g/1¾oz dried breadcrumbs,dried breadcrumbs,50 1#3$4,g oz,,,,
"4 tomatillos, finely chopped",tomatillos,4,,,finely chopped,,
1 tbsp crushed coriander seeds,coriander seeds,1,tbsp,,crushed,,
6 tbsp peanut oil or vegetable oil,peanut oil or vegetable oil,6,tbsp,,,,
1 tsp chopped rosemary needles,rosemary needles,1,tsp,,chopped,,
"good handful fresh dill, finely chopped",fresh dill,,good handful,,finely chopped,,
"300g/10½oz mousseron mushrooms, cleaned",mousseron mushrooms,300 10#1$2,g oz,,cleaned,,
125ml/4fl oz Shaoxing rice wine,Shaoxing rice wine,125 4,ml fl oz,,,,
"1 cooked beetroot, cut into cubes, to serve",cooked beetroot,1,,,cut into cube,,to serve
"1 sachet vegetarian gelatine, such as vege-gel",vegetarian gelatine,1,sachet,,,such as vege-gel,
"200g/7oz lamb loin fillet, thinly sliced and then cut into small pieces",lamb loin fillet,200 7,g oz,,thinly sliced and then cut into small piece,,
"1 stick celery, roughly copped",celery,1,stick,,roughly copped,,
"40g/2oz capers, rinsed",capers,40 2,g oz,,rinsed,,
"150g/5oz stale ciabatta bread, torn into pieces",stale ciabatta bread,150 5,g oz,,torn into piece,,
at least 4 tbsp olive oil,olive oil,4,tbsp,,,at least,
150g/5oz cooked peeled prawns,prawns,150 5,g oz,,cooked peeled,,
200g/7oz hard toffee,hard toffee,200 7,g oz,,,,
150ml/5fl oz tomato ketchup,tomato ketchup,150 5,ml fl oz,,,,
"1kg/2lb 4oz pollock fillets, skin on, pin bones removed, cut into 5cm/2in fishfingers",pollock fillets,1 2 4,kg lb oz,,skin on pin bones removed cut into 5 cm 2 in fishfingers,,
"250g/9oz cold baked potato, flesh only, mashed",cold baked potato,250 9,g oz,,mashed,flesh only,
⅛ tsp chilli powder,chilli powder,#1$8,tsp,,,,
2 tbsp apricot glaze,apricot glaze,2,tbsp,,,,
"8-12 free-range chicken thighs, boned and skin left on",free-range chicken thighs,8-12,,,boned and skin left on,,
"75g/2¾oz unsalted butter, plus extra for greasing",unsalted butter,75 2#3$4,g oz,,,plus extra for greasing,
pinch freshly ground white pepper,white pepper,,pinch,,freshly ground,,
"2 unwaxed oranges, sliced",unwaxed oranges,2,,,sliced,,
"200g/7oz fresh clams, scrubbed under cold running water and debearded",fresh clams,200 7,g oz,,scrubbed under cold running water and debearded,,
"2 x 180g/6oz pork loin steaks, fat trimmed",pork loin steaks,2x 180 6,g oz,,fat trimmed,,
"50g/1¾oz medjool dates, stones removed, chopped",medjool dates,50 1#3$4,g oz,,stones removed chopped,,
"50g/2oz celeriac, very finely chopped",celeriac,50 2,g oz,,very finely chopped,,
50ml/2fl oz extra-virgin olive oil,extra-virgin olive oil,50 2,ml fl oz,,,,
"1 large red pepper, seeds removed, chopped",red pepper,1,,large,seeds removed chopped,,
50g/1¾oz white fondant,white fondant,50 1#3$4,g oz,,,,
"1 clove of garlic, sliced",garlic,1,clove,,sliced,of,
8 sprigs fresh rosemary,fresh rosemary,8,sprig,,,,
15g/½oz softened unsalted butter,unsalted butter,15 #1$2,g oz,,softened,,
"1 bunch spring onions, trimmed and finely sliced",spring onions,1,bunch,,trimmed and finely sliced,,
90g/3¼oz caster sugar,caster sugar,90 3#1$4,g oz,,,,
"50g/1¾oz chilled butter, cut into cubes",butter,50 1#3$4,g oz,,chilled cut into cube,,
"4 heads bok choi, sliced",bok choi,4,head,,sliced,,
"2 free-range eggs, whole and 1 egg, yolk only",free-range eggs,2,,,,whole and 1 egg yolk only,
few pinches coriander cress,coriander cress,few,pinch,,,,
55g/2oz white crab meat,white crab meat,55 2,g oz,,,,
"350g/¾lb ripe strawberries, hulls removed",ripe strawberries,350 #3$4,g lb,,hulls removed,,
"2 anchovy fillets, chopped, to serve",anchovy fillets,2,,,chopped,,to serve
"1 small swede, sliced",swede,1,,small,sliced,,
selection of brightly coloured chocolate and jelly sweets,selection of brightly coloured chocolate and jelly sweets,,,,,,
"40 mint leaves, torn",mint leaf,40,,,torn,,
¼ chicken stock cube,chicken stock cube,#1$4,,,,,
few handfuls salad leaves,salad leaf,few,handful,,,,
"1 tomato, cut into quarters",tomato,1,,,cut into quarters,,
"½ courgette, diced",courgette,#1$2,,,diced,,
"1 small orange, finely grated zest only",orange,1,,small,finely grated zest only,,
30g/1¼oz fresh pomegranate seeds,fresh pomegranate seeds,30 1#1$4,g oz,,,,
150g/5¼ oz golden raisins,golden raisins,150 5#1$4,g oz,,,,
35g/1¼oz English mustard,English mustard,35 1#1$4,g oz,,,,
"1kg/2lb 2oz cooking apples, peeled, cores removed, sliced",cooking apples,1 2 2,kg lb oz,,peeled cores removed sliced,,
"1 small onion, halved and thinly sliced",onion,1,,small,halved and thinly sliced,,
cherry essence flavouring,cherry essence flavouring,,,,,,
125ml/4¼fl oz peach liqueur,peach liqueur,125 4#1$4,ml fl oz,,,,
"4 shell-on tiger prawns, roughly chopped",shell-on tiger prawns,4,,,roughly chopped,,
"120g/4½oz caster sugar, plus extra for sprinkling",caster sugar,120 4#1$2,g oz,,,plus extra for sprinkling,
ground turmeric,ground turmeric,,,,,,
"85g/3oz mature cheddar, grated",mature cheddar,85 3,g oz,,grated,,
"12 asparagus spears, woody ends trimmed, peeled",asparagus,12,spears,,woody ends trimmed peeled,,
"¼ celeriac, finely sliced",celeriac,#1$4,,,finely sliced,,
"500g/1lb 2oz carrots, peeled and chopped into small pieces",carrots,500 1 2,g lb oz,,peeled and chopped into small piece,,
500ml/18fl oz beef stock (preferably fresh stock),beef stock,500 18,ml fl oz,,,preferably fresh stock,
"80g/2¾oz butter, cubed",butter,80 2#3$4,g oz,,cubed,,
100g/3½oz dark chocolate,dark chocolate,100 3#1$2,g oz,,,,
100g/3½oz lamb mince,lamb mince,100 3#1$2,g oz,,,,
"2 confit duck legs, from a tin, 100g/3½oz fat reserved",confit duck legs,2 100 3#1$2,g oz,,fat reserved,from a tin,
"2 free-range egg yolks, lightly beaten",free-range egg yolks,2,,,lightly beaten,,
4 venison fillets or 240g/9oz venison saddle,venison fillets,4,,,,or 240 g 9 oz venison saddle,
1 tsp hot curry powder,hot curry powder,1,tsp,,,,
"1 corn on the cob, husk removed",corn on the cob,1,,,husk removed,,
75ml/3fl oz white balsamic vinegar,white balsamic vinegar,75 3,ml fl oz,,,,
"1 chilli, seeds removed, cut in half lengthways",chilli,1,,,seeds removed cut in half lengthways,,
"800g/1lb 12oz very strong white bread flour, plus extra for dusting",very strong white bread flour,800 1 12,g lb oz,,,plus extra for dusting,
"4 lamb neck fillets, get them cleaned by your butcher",lamb neck fillets,4,,,,get them cleaned by your butcher,
"250ml/9fl oz thin tomato juice, chilled",thin tomato juice,250 9,ml fl oz,,chilled,,
"1 romaine lettuce or 3 baby gem lettuces, leaves thickly shredded",romaine lettuce,1,,,leaf thickly shredded,or 3 baby gem lettuces,
1 tbsp chopped oregano,oregano,1,tbsp,,chopped,,
"100g/4oz butter, softened",butter,100 4,g oz,,softened,,
1½ tbsp peanut oil,peanut oil,1#1$2,tbsp,,,,
55g/2oz quinoa,quinoa,55 2,g oz,,,,
"4 baby artichokes, prepared and sliced",baby artichokes,4,,,prepared and sliced,,
"100g/3½oz new potatoes, sliced",new potatoes,100 3#1$2,g oz,,sliced,,
"salt, lemon juice and pinch of cayenne to taste",salt lemon juice and pinch of cayenne,,,,,to taste,
"150g/5½oz butter, softened",butter,150 5#1$2,g oz,,softened,,
250g/8oz strong bread flour,strong bread flour,250 8,g oz,,,,
180g/6¼oz plain flour,plain flour,180 6#1$4,g oz,,,,
200g/7oz blackberries,blackberries,200 7,g oz,,,,
a good handful of Thai basil and a smaller handful of holy basil (optional),Thai basil,,good handful,,,a of and a smaller handful of holy basil optional,
pinch ground espelette pepper (or pinch paprika and cayenne pepper),ground espelette pepper,,pinch,,,or pinch paprika and cayenne pepper,
1 tsp kirsch (optional),kirsch,1,tsp,,,optional,
"½ celeriac, peeled, chopped",celeriac,#1$2,,,peeled chopped,,
"shellfish stock, if needed",shellfish stock,,,,,if needed,
"1kg/2lb 2oz ripe tomatoes, roughly chopped",ripe tomatoes,1 2 2,kg lb oz,,roughly chopped,,
"250g/9oz fresh spaghetti, cooked for 2 minutes and drained",fresh spaghetti,250 9,g oz,,cooked for 2 minutes and drained,,
50g/1¾oz distilled vinegar,distilled vinegar,50 1#3$4,g oz,,,,
"140g/5oz salami, cut into strips",salami,140 5,g oz,,cut into strip,,
"2 x 20g packets of flatleaf parsley, leaves and stalks finely chopped",flatleaf parsley,2x 20,g packet,,leaf and stalk finely chopped,of,
"125g/4½oz green beans, topped and tailed, cut in half",green beans,125 4#1$2,g oz,,topped and tailed cut in half,,
"100g/3½oz cold butter, cut into small cubes",cold butter,100 3#1$2,g oz,,cut into small cube,,
"Persian flatbread, to serve",Persian flatbread,,,,,,to serve
"225g/8oz salted butter, chilled",salted butter,225 8,g oz,,chilled,,
