input,quantity,unit,item,comment
sea salt,,,sea salt,
4 tbsp olive oil,4,tbsp,olive oil,
"1 aubergine, cut into small chunks",1,,aubergine,cut into small chunks
"150 g mushroom, chopped",150,g,mushroom,chopped
"4 roasted red peppers, chopped",4,,roasted red peppers,chopped
700 g passata with onions and garlic,700,g,passata with onions and garlic,
8-10 lasagne sheets,8-10,,lasagne sheets,
"400 g frozen spinach, defrosted",400,g,frozen spinach,defrosted
1x 250 g tub ricotta,1x,250 g tub,ricotta,
25 g grated Parmesan (or vegetarian alternative),25,g,grated Parmesan (or vegetarian alternative),
25 g pine nuts,25,g,pine nuts,
1 tbsp olive oil,1,tbsp,olive oil,
"1 onion, finely chopped",1,,onion,finely chopped
"1 carrot, finely diced",1,,carrot,finely diced
"1 stick celery, finely diced",1,stick,celery,finely diced
"3 cloves garlic, finely chopped",3,cloves,garlic,finely chopped
1 tsp ground coriander,1,tsp,ground coriander,
1 tsp ground cumin,1,tsp,ground cumin,
1 tsp ground cinnamon,1,tsp,ground cinnamon,
0.5 tsp crushed chillies,0.5,tsp,crushed chillies,
1x 400 g tin chopped tomatoes,1x,400 g tin,chopped tomatoes,
400 ml hot vegetable stock,400,ml,hot vegetable stock,
"1x 400 g tin Puy or green lentils, drained and rinsed",1x,400 g tin,Puy or green lentils,drained and rinsed
2 tbsp sundried tomato paste (optional),2,tbsp,sundried tomato paste (optional),
1 tsp garam masala,1,tsp,garam masala,
1 tbsp chopped coriander,1,tbsp,chopped coriander,
1 tbsp chopped mint,1,tbsp,chopped mint,
1 tsp cumin seeds,1,tsp,cumin seeds,
"750 g carrots, peeled and cut into 2 cm slices",750,g,carrots,peeled and cut into 2 cm slices
500 ml hot vegetable stock,500,ml,hot vegetable stock,
knob of butter,,knob,of butter,
1 tbsp chopped coriander and mint leaves,1,tbsp,chopped coriander and mint leaves,
"200 g feta cheese, crumbled",200,g,feta cheese,crumbled
1 tbsp chopped mint leaves,1,tbsp,chopped mint leaves,
750 g boneless skinless chicken thighs,750,g,boneless skinless chicken thighs,
2 leeks,2,,leeks,
1 brown onion,1,,brown onion,
smoked bacon,,,smoked bacon,
1 pint whole milk,1,pint,whole milk,
bunch of tarragon,,bunch,of tarragon,
block puff pastry,,,block puff pastry,
plain flour,,,plain flour,
1 egg,1,,egg,
pot of dijon mustard,,,pot of dijon mustard,
125 g softened butter,125,g,softened butter,
210 g soft brown sugar,210,g,soft brown sugar,
1 tsp vanilla extract,1,tsp,vanilla extract,
1 egg,1,,egg,
170 g self raising flour,170,g,self raising flour,
150 g smarties,150,g,smarties,
0.5 mug oats,0.5,mug,oats,
1 tbsp cocoa,1,tbsp,cocoa,
Smarties to decorate,,,Smarties to decorate,
500 g turkey mince,500,g,turkey mince,
"0.5 red onion, grated",0.5,,red onion,grated
"1 clove garlic, crushed",1,clove,garlic,crushed
2 tsp Madras curry powder,2,tsp,Madras curry powder,
"handful coriander, chopped",,handful,coriander,chopped
1 egg yolk,1,,egg yolk,
1 tbsp sunflower oil,1,tbsp,sunflower oil,
4 burger buns,4,,burger buns,
"salad and mango chutney or lime pickle, to serve",,,salad and mango chutney or lime pickle,to serve
1 cup uncooked pearl couscous,1,cup,uncooked pearl couscous,
olive oil,,,olive oil,
2 cup cooked chickpeas,2,cup,cooked chickpeas,
2 cup cherry tomatoes,2,cup,cherry tomatoes,
"0.5 tsp salt,",0.5,tsp,salt, 
0.25 tsp ground black pepper,0.25,tsp,ground black pepper,
"0.5 cucumber,",0.5,,cucumber, 
0.25 cup sliced black olives,0.25,cup,sliced black olives,
3 tbsp fresh mint leaves,3,tbsp,fresh mint leaves,
2 tbsp fresh basil,2,tbsp,fresh basil,
2 tbsp fresh parsley,2,tbsp,fresh parsley,
0.25 cup roasted almonds,0.25,cup,roasted almonds,
3 tbsp olive oil,3,tbsp,olive oil,
3 tbsp red wine vinegar,3,tbsp,red wine vinegar,
1 tbsp fresh lemon juice,1,tbsp,fresh lemon juice,
"0.25 tsp paprika powder,",0.25,tsp,paprika powder, 
30 g butter,30,g,butter,
"1 onion, chopped",1,,onion,chopped
"2 cloves garlic, finely chopped",2,cloves,garlic,finely chopped
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
2 sprigs thyme,2,sprigs,thyme,
1 bay leaf,1,,bay leaf,
2 cloves,2,,cloves,
0.5 tsp grated nutmeg,0.5,tsp,grated nutmeg,
0.5 tsp gound cinnamon,0.5,tsp,gound cinnamon,
salt and pepper,,,salt and pepper,
"900 g lean lamb, cut into 3 cm chunks",900,g,lean lamb,cut into 3 cm chunks
200 ml chicken stock,200,ml,chicken stock,
1x 400 ml cans coconut milk,1x,400 ml cans,coconut milk,
150 ml double cream,150,ml,double cream,
2 tbsp lime juice,2,tbsp,lime juice,
"rice and peas , to serve",,,rice and peas ,to serve
225 g plain flour,225,g,plain flour,
good pinch of salt,,good pinch,of salt,
0.5 tsp ground turmeric,0.5,tsp,ground turmeric,
"125 g unsalted butter, chilled and diced",125,g,unsalted butter,chilled and diced
4 tbsp icy water,4 tbsp,,icy water,
"175 g skinless boneless chicken breast, cut into 1.5 cm cubes",175,g,skinless boneless chicken breast,cut into 1.5 cm cubes
3 tbsp natural yoghurt,3,tbsp,natural yoghurt,
"2 cloves garlic, crushed",2,cloves,garlic,crushed
"2 cm piece root ginger, peeled and grated",2,cm,piece root ginger,peeled and grated
0.25 tsp cayenne pepper,0.25,tsp,cayenne pepper,
0.25 tsp ground cumin,0.25,tsp,ground cumin,
0.25 tsp ground coriander,0.25,tsp,ground coriander,
good pinch of salt,,,good pinch of salt,
2 tbsp mango chutney,2,tbsp,mango chutney,
"beaten egg, to glaze",,,beaten egg,to glaze
300 g salmon fillet,300,g,salmon fillet,
200 ml dry white wine,200,ml,dry white wine,
"a few sprigs fresh basil, plus extra basil leaves to garnish",,a few sprigs,fresh basil,plus extra basil leaves to garnish
150 ml double cream,150,ml,double cream,
"6 ripe Italian plum tomatoes, peeled and finely chopped",6,,ripe Italian plum tomatoes,peeled and finely chopped
350 g dried spaghetti,350,g,dried spaghetti,
"115 g prawns, peeled and cooked",115,g,prawns,peeled and cooked
salt and ground black pepper,,,salt and ground black pepper,
1 kg potatoes,1,kg,potatoes,
2 leeks,2,,leeks,
"1 savoy cabbage, shredded",1,,savoy cabbage,shredded
4 pork loin fillet,4,,pork loin fillet,
honey,,,honey,
wholegrain mustard,,,wholegrain mustard,
Tracklements apple and sage jelly,,,Tracklements apple and sage jelly,
2 tbsp soy sauce,2,tbsp,soy sauce,
2 tbsp fresh grated ginger,2,tbsp,fresh grated ginger,
2 tbsp honey,2,tbsp,honey,
1 dessertspoon dried chives,1,dessertspoon,dried chives,
2 chicken breasts,2,,chicken breasts,
25 g butter,25,g,butter,
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
"1 yellow pepper, chopped",1,,yellow pepper,chopped
1 mug basmati rice,1,mug,basmati rice,
2 mugs water,2,mugs,water,
1 tsp liquid chicken stock or &frac12; stock cube,1,tsp,liquid chicken stock or &frac12; stock cube,
"2 mushrooms, sliced",2,,mushrooms,sliced
"4 spring onions, chopped",4,,spring onions,chopped
"1 courgette, cut into small chunks",1,,courgette,cut into small chunks
1 tbsp extra virgin olive oil,1,tbsp,extra virgin olive oil,
"50 g chorizo, peeled and thinly sliced",50,g,chorizo,peeled and thinly sliced
"450 g salad or new potatoes, sliced",450,g,salad or new potatoes,sliced
4 tbsp dry sherry,4,tbsp,dry sherry,
2 fillets skinless thick white fish,2,fillets,skinless thick white fish,
handful cherry tomatoes,,handful,cherry tomatoes,
20 g bunch flat-leaf parsley,20,g,bunch flat-leaf parsley,
"crusty bread, to serve",,,crusty bread,to serve
450 g minced pork,450,g,minced pork,
1 tbsp grated fresh ginger root,1,tbsp,grated fresh ginger root,
"1 stalk lemon grass, outer layers discarded and centre chopped finely",1,stalk,lemon grass,outer layers discarded and centre chopped finely
30 ml sunflower oil,30,ml,sunflower oil,
salt and pepper,,,salt and pepper,
250 g penne,250,g,penne,
300 g broccoli florets,300,g,broccoli florets,
25 g butter,25,g,butter,
25 g plain flour,25,g,plain flour,
600 ml milk,600,ml,milk,
100 g mascarpone cheese,100,g,mascarpone cheese,
"6 sun-dried tomatoes in oil, drained and thickly sliced",6,,sun-dried tomatoes in oil,drained and thickly sliced
"10 large leaves fresh basil, roughly torn",10,large leaves,fresh basil,roughly torn
"4 fresh salmon fillets, halved widthways",4,,fresh salmon fillets,halved widthways
"50 g mature cheddar cheese, finely grated",50,g,mature cheddar cheese,finely grated
2 mugs rigatoni,2,mugs,rigatoni,
50 g butter,50,g,butter,
"2 large leeks, sliced",2,large,leeks,sliced
"2 cloves garlic, chopped",2,cloves,garlic,chopped
"3 chicken breasts, cut into bitesized pieces",3,,chicken breasts,cut into bitesized pieces
"250 g chestnut mushrooms, sliced",250,g,chestnut mushrooms,sliced
300 ml single cream,300,ml,single cream,
1 chicken stock cube,1,,chicken stock cube,
1 tsp dried tarragon,1,tsp,dried tarragon,
1 tbsp toasted sesame oil,1,tbsp,toasted sesame oil,
"3 pork steaks, cut into strips",3,,pork steaks,cut into strips
6 spring onions,6,,spring onions,
"1 red pepper, cut into 2 cm chunks",1,,red pepper,cut into 2 cm chunks
"125 g mushrooms, sliced",125,g,mushrooms,sliced
400 ml thick and creamy coconut milk,400,ml,thick and creamy coconut milk,
2 tbsp Thai red curry paste,2,tbsp,Thai red curry paste,
1 tbsp fish sauce,1,tbsp,fish sauce,
"1 can bamboo shoots, drained",1,can,bamboo shoots,drained
1 tsp brown sugar,1,tsp,brown sugar,
2 tbsp freshly chopped coriander,2,tbsp,freshly chopped coriander,
2x 300 g packs fresh rice noodles,2x,300 g packs,fresh rice noodles,
2 cups whole milk,2,cups,whole milk,
0.5 cups canaola oil,0.5,cups,canaola oil,
0.5 cups sugar,0.5,cups,sugar,
2.25 tsp active dry yeast,2.25,tsp,active dry yeast,
4 cups all-purpose flour,4,cups,all-purpose flour,
0.5 cups (additional) all-purpose flour,0.5,cups,(additional) all-purpose flour,
0.5 tsp baking powder,0.5,tsp,baking powder,
0.5 tsp baking soda,0.5,tsp,baking soda,
2 tsp salt,2,tsp,salt,
"1 stick butter, melted",1,stick,butter,melted
1.5 cups sugar,1.5,cups,sugar,
3 tbsp ground cinnamon,3,tbsp,ground cinnamon,
3 cups powdered sugar,3,cups,powdered sugar,
"2 tbsp butter, melted",2,tbsp,butter,melted
1 tbsp maple extract,1,tbsp,maple extract,
0.333 cup whole milk,0.333,cup,whole milk,
dash salt,,dash,salt,
1 tsp olive oil,1,tsp,olive oil,
"200 g lamb neck fillet, trimmed of fat and cut into small pieces",200,g,lamb neck fillet,trimmed of fat and cut into small pieces
"0.5 large onion, finely chopped",0.5,large,onion,finely chopped
50 g pearl barley,50,g,pearl barley,
600 g mixed root vegetables,600,g,mixed root vegetables,
2 tsp Worcestershire sauce,2,tsp,Worcestershire sauce,
1 litre lamb or beef stock,1,litre,lamb or beef stock,
1 sprig thyme,1,sprig,thyme,
"100 g green beans, finely chopped",100,g,green beans,finely chopped
1 tbsp sunflower oil,1,tbsp,sunflower oil,
1x 340 g pack mini chicken breast fillets,1x,340 g pack,mini chicken breast fillets,
"2 cloves garlic, sliced",2,cloves,garlic,sliced
"1x 200 g pack Tenderstem brocolli, stems halved if very long",1x,200 g pack,Tenderstem brocolli,stems halved if very long
200 ml chicken stock,200,ml,chicken stock,
1 heaped tsp cornflour,1,heaped tsp,cornflour,
1 tbsp clear honey,1,tbsp,clear honey,
grated zest &frac12; lemon,,,grated zest &frac12; lemon,
juice of 1 lemon,,,juice of 1 lemon,
large handful roasted cashew nuts,,large handful,roasted cashew nuts,
"50 ml olive oil, plus 2 tbsp to serve",50,ml,olive oil,plus 2 tbsp to serve
"6 cloves garlic, crushed",6,cloves,garlic,crushed
"1x 400 g tin chickpeas, drained well and patted dry",1x,400 g tin,chickpeas,drained well and patted dry
2 tsp hot smoked paprika,2,tsp,hot smoked paprika,
2 tsp ground cumin,2,tsp,ground cumin,
0.75 tbsp tomato paste,0.75,tbsp,tomato paste,
"40 g parsley, roughly chopped",40,g,parsley,roughly chopped
2 tsp lemon zest,2,tsp,lemon zest,
3 tbsp baby capers,3,tbsp,baby capers,
"125 g Nocellara olives (or another green olive), pitted and roughly chopped in half",125,g,Nocellara olives (or another green olive),pitted and roughly chopped in half
"250 g small, sweet cherry tomatoes",250,g,"small, sweet cherry tomatoes",
2 tsp caster sugar,2,tsp,caster sugar,
"0.5 tbsp caraway seeds, lightly toasted and crushed",0.5,tbsp,caraway seeds,lightly toasted and crushed
250 g dried orecchiette,250,g,dried orecchiette,
500 ml vegetable or chicken stock,500,ml,vegetable or chicken stock,
salt and black pepper,,,salt and black pepper,
500 ml fish stock or chicken stock,500,ml,fish stock or chicken stock,
1 tbsp white wine vinegar,1,tbsp,white wine vinegar,
2-4 slices fresh ginger,2-4,slices,fresh ginger,
"2 cloves garlic, shredded",2,cloves,garlic,shredded 
85 g frozen soya beans or peas,85,g,frozen soya beans or peas,
"100 g Tenderstem broccoli, halved if large",100,g,Tenderstem broccoli,halved if large
"4 Chinese leaves, shredded or small pak choj",4,,Chinese leaves,shredded or small pak choj
"3 spring onions, sliced at an angle",3,,spring onions,sliced at an angle
2 fillets chunky white fish,2,fillets,chunky white fish,
few drops sesame oil,,few drops,sesame oil,
0.5-1 tsp toasted sesame seeds,0.5-1,tsp,toasted sesame seeds,
1x 250 g pack fresh lasagne sheets,1x,250 g pack,fresh lasagne sheets,
1 tbsp olive oil,1,tbsp,olive oil,
1x 250 g carton ricotta cheese,1x,250 g carton,ricotta cheese,
1x 50 g bag rocket,1x,50 g bag,rocket,
2x 350 g jars tomato and chargrilled vegetable sauce or similar,2x,350 g jars,tomato and chargrilled vegetable sauce or similar,
"50 g mature vegetarian cheddar cheese, grated",50,g,mature vegetarian cheddar cheese,grated
"50 g butter, softened",50,g,butter,softened
"1 clove garlic, crushed",1,clove,garlic,crushed
2 tbsp chopped fresh herbs,2,tbsp,chopped fresh herbs,
0.5 granary baguette,0.5,,granary baguette,
225 g dried or fresh capellini,225,g,dried or fresh capellini,
250 ml single cream,250,ml,single cream,
"75 g parmesan cheese, grated",75,g,parmesan cheese,grated
finely grated rind of 1 lemon,,,finely grated rind of 1 lemon,
salt and pepper,,,salt and pepper,
900 g ripe tomatoes,900,g,ripe tomatoes,
1 red pepper,1,,red pepper,
2 cloves garlic,2,cloves,garlic,
2 tbsp olive oil,2,tbsp,olive oil,
350 g pasta quills or shells,350,g,pasta quills or shells,
4 tbsp half-fat creme fraiche,4,tbsp,half-fat creme fraiche,
"grated Parmesan, to serve",,,grated Parmesan,to serve
"0.25 cup neutral oil, such as canola or vegetable",0.25,cup,neutral oil,such as canola or vegetable
"1 large yellow onion, diced into &frac12;-inch pieces",1,large,yellow onion,diced into &frac12;-inch pieces
Kosher salt and black pepper,,,Kosher salt and black pepper,
"3 cloves garlic, minced",3,cloves,garlic,minced
"5 strips uncooked smoked bacon, finely chopped",5,,strips uncooked smoked bacon,finely chopped
1 lb ground beef,1,lb,ground beef,
1 cup dry white wine,1,cup,dry white wine,
3 cups chicken stock or water,3,cups,chicken stock or water,
0.75 cup heavy cream,0.75,cup,heavy cream,
0.25-0.333 cups hot sauce,0.25-0.333,cups,hot sauce,
2 tsp hot smoked paprika,2,tsp,hot smoked paprika,
1 bay leaf,1,,bay leaf,
8 oz elbow pasta,8,oz,elbow pasta,
"5 slices American cheese, ripped into small pieces",5,,slices American cheese,ripped into small pieces
1.5 cups grated Cheddar,1.5,cups,grated Cheddar,
0.5 cup finely chopped chives,0.5,cup,finely chopped chives,
"700 g Maris Piper or King Edward potatoes, peeled and cut into large cubes",700,g,Maris Piper or King Edward potatoes,peeled and cut into large cubes
2 tbsp olive oil,2,tbsp,olive oil,
8 sausages,8,,sausages,
"6 small shallots, halved",6,small,shallots,halved
pinch of chilli flakes (optional),,pinch,of chilli flakes (optional),
2 tbsp thyme leaves,2,tbsp,thyme leaves,
200 g cherry tomatoes on the vine,200,g,cherry tomatoes on the vine,
"100 g mature cheddar cheese, grated",100,g,mature cheddar cheese,grated
2 tbsp chopped chives,2,tbsp,chopped chives,
"30 g pine nuts, toasted",30,g,pine nuts,toasted
"75 ml , olive oil",75,ml,,olive oil
"30 g anchovy fillets in oil, drained and finely chopped (about 8 or 9)",30,g,anchovy fillets in oil,drained and finely chopped (about 8 or 9)
"1.5 tsp Aleppo chilli flakes, plus extra to serve (or use half the amount of regular chilli flakes)",1.5,tsp,Aleppo chilli flakes,plus extra to serve (or use half the amount of regular chilli flakes)
"1 clove garlic, crushed",1,clove,garlic,crushed
"1 lemon, finely grate the zest to get 1 tsp, then cut into 4 wedges to serve",1,,lemon,"finely grate the zest to get 1 tsp, then cut into 4 wedges to serve"
"20 g parsley, finely chopped",20,g,parsley,finely chopped
100 ml dry white wine,100,ml,dry white wine,
200 g spaghetti,200,g,spaghetti,
250 g samphire,250,g,samphire,
salt and black pepper,,,salt and black pepper,
1.5 tsp saffron threads,1.5,tsp,saffron threads,
pinch of granulated sugar,,pinch,of granulated sugar,
"1 large lemon, zested, plus &frac13; cup fresh lemon juice",1,large,lemon,"zested, plus &frac13; cup fresh lemon juice"
0.25 cup extra-virgin olive oil,0.25,cup,extra-virgin olive oil,
"3 large cloves garlic, finely grated",3,large cloves,garlic,finely grated
4 tsp kosher salt,4,tsp,kosher salt,
0.5 tsp black pepper,0.5,tsp,black pepper,
"2 lbs boneless, skinless chicken thighs, cut into 2-inch pieces",2,lbs,"boneless, skinless chicken thighs",cut into 2-inch pieces
"1 large yellow onion, thinly sliced",1,large,yellow onion,thinly sliced
12 oz cherry tomatoes,12,oz,cherry tomatoes,
"3 large ripe but firm yellow peaches, cut into &frac34;-inch wedges",3,large,ripe but firm yellow peaches,cut into &frac34;-inch wedges
"2 tbsp unsalted butter, melted, for basting",2,tbsp,unsalted butter,"melted, for basting"
