input,name,quantity,unit,preparation,comment
"1 egg yolk, beaten with 1 tablespoon cold water",egg yolk,1,,beaten with 1 tablespoon cold water,
"Truffle oil, truffle paste (see note below), or shaved fresh truffle (optional)","Truffle oil, truffle paste, or shaved fresh truffle ",,,,(see note below) (optional)
2 teaspoons drained tiny capers,capers,2,teaspoon,drained tiny ,
3 tablespoons finely minced fresh oregano,fresh oregano,3,tablespoon,finely minced ,
¼ cup golden raisins,golden raisins,0.25,cup,,
1 package frozen peas,frozen peas,1,package,,
"2 anchovy fillets in oil, minced",anchovy fillets in oil,2,,minced,
1 cup finely cut celery,celery,1,cup,finely cut ,
1 teaspoon (5 mL) vanilla,vanilla,1 5,teaspoon mL,,()
"Blueberries, raspberries, and strawberries, for serving","Blueberries, raspberries, and strawberries",,,,for serving
Eight 6- to 7-inch savory crêpes or buckwheat galettes or blue cornmeal crepes,savory crêpes or buckwheat galettes or blue cornmeal crepes,8 6-7,inch,,
1 tbsp (15 mL) cumin powder,cumin powder,1 15,tbsp mL,,()
"8 slices baguette or other crusty bread, preferably a day old (see Note)",baguette or other crusty bread,8,slice,,preferably a day old (see Note)
6 slices whole wheat sandwich bread,whole wheat sandwich bread,6,slice,,
4 slices Tuscan bread,Tuscan bread,4,slice,,
¾ cup long grain rice,long grain rice,0.75,cup,,
¼ teaspoon coarse salt,coarse salt,0.25,teaspoon,,
"6 oz (175 g) Cheddar cheese, cut into chunks",Cheddar cheese,6 175,oz g,cut into chunk,()
6 tablespoons (72 g) nutritional yeast,nutritional yeast,6 72,tablespoon g,,()
"2 ounces country ham or prosciutto, minced",country ham or prosciutto,2,ounce,minced,
2 pounds broccoli rabe,broccoli rabe,2,pound,,
2 cups coconut milk (regular or light),coconut milk,2,cup,,(regular or light)
¼ teaspoon Chinese five-spice powder,Chinese 5-spice powder,0.25,teaspoon,,
"1 ounce cake yeast, or 1½ packages active dry yeast",cake yeast,1,ounce,,or 1.5 package active dry yeast
¼ cup vegetable oil,vegetable oil,0.25,cup,,
"¼ cup trimmed and chopped scallions, white and green parts combined (¼-inch pieces)",scallions,0.25,cup,"trimmed and chopped, white and green parts combined ( 0.25-inch piece)",
1 tablespoon powdered sugar (optional),powdered sugar,1,tablespoon,,(optional)
"¼ teaspoon fennel seeds, crushed in a mortar or under a spoon",fennel seeds,0.25,teaspoon,crushed in a mortar or under a spoon,
"6 ounces Humboldt Fog, rind removed and cheese coarsely crumbled",Humboldt Fog,6,ounce,rind removed and cheese coarsely crumbled,
"2 young free-range or organic chickens with giblets, 1½ to 2 pounds each, cut into serving pieces, or 1 larger free-range or organic chicken with giblets, about 3 pounds, cut into serving pieces",young free-range,2 1.5-2,pound,cut into serving piece,"or organic chickens with giblets each, or 1 larger free-range or organic chicken with giblets, about 3 pound, cut into serving piece"
Small mushroom caps,mushroom caps,,small,,
3 tablespoons white wine vinegar,white wine vinegar,3,tablespoon,,
3 star anise (optional),star anise,3,,,(optional)
1/3 cup sugar,sugar,0.333,cup,,
¼ cup (50 ml) sliced red onion,red onion,0.25 50,cup ml,sliced ,()
1 pinch dried oregano,dried oregano,1,pinch,,
3 blood oranges,blood oranges,3,,,
½ cup (firmly packed) brown sugar,brown sugar,0.5,cup,,(firmly packed) 
"½ cup grated parmesan or romano cheese, plus more to pass at the table",parmesan or romano cheese,0.5,cup,grated ,plus more to pass at the table
"2 green onions, cut in 2-inch pieces",green onions,2,,cut in 2-inch piece,
"Grated zest of 1 lemon, or ½ teaspoon lemon extract",zest of lemon,1,,Grated,or 0.5 teaspoon lemon extract
"1 bunch celery, ends trimmed and cut into large lengths",celery,1,bunch,ends trimmed and cut into large length,
6 tablespoons komezu (rice vinegar),komezu,6,tablespoon,,(rice vinegar)
"7 tablespoons solid vegetable shortening, chilled, in small pieces",solid vegetable shortening,7,tablespoon,"chilled, in small piece",
1 envelope active dry yeast,active dry yeast,1,envelope,,
"A large handful of runner beans, sliced into 5cm/2 inch pieces",runner beans,,large handful,sliced into 5cm/2 inch piece,A of
"Water, if necessary",Water,,,,if necessary
¼ teaspoon ground nutmeg (optional),ground nutmeg,0.25,teaspoon,,(optional)
1/2 cup plain yogurt (any percent fat) or slightly watered down Greek yogurt,plain yogurt,0.5,cup,,(any percent fat) or slightly watered down Greek yogurt
Sour cream and cinnamon sugar (optional),Sour cream and cinnamon sugar,,,,(optional)
17-ounce package Chinese rice noodles,Chinese rice noodles,17,package ounce,,
"1 long red chili, sliced",long red chili,1,,sliced,
"Snow peas, ends trimmed and blanched for 1 minute in boiling water",Snow peas,,,ends trimmed and blanched for 1 minute in boiling water,
"1 (2-inch) piece ginger, peeled",ginger,1 2,piece inch,peeled,()
"1 large bulb fennel, trimmed and cut in ¼-inch dice",fennel,1,large bulb,trimmed and cut in 0.25-inch dice,
¼ cup loosely packed cilantro leaves,cilantro leaves,0.25,cup,,loosely packed 
"2¼ lbs butternut squash, peeled and seeded",butternut squash,2.25,lb,peeled and seeded,
1 package (10 ounces) frozen petite peas,frozen petite peas,1 10,package ounce,,()
1 cup roughly chopped pitted black olives,black olives,1,cup,"pitted, roughly chopped ",
"1 to 2 fresh hoja santa leaves, torn into 1-inch pieces OR ½ cup (or more) roughly chopped cilantro",fresh hoja santa leaves,1-2,,torn into 1-inch piece ,OR 0.5 cup (or more) roughly chopped cilantro
One 14-ounce can diced tomatoes,tomatoes,1 14,can ounce,diced ,
2 tablespoons mirin (rice wine),mirin (rice wine),2,tablespoon,,
"6 medium scoops (about 1½ pints/18 ounces/510 grams) French vanilla ice cream , softened until just melty at the edges",French vanilla ice cream,6 1.5 18 510,medium scoop pint ounce gram,softened until just melty at the edges,(about //) 
"3 pounds sirloin strip, fat trimmed and cut into twenty-four 1- to 1½-inch cubes",sirloin strips,3,pound,fat trimmed and cut into 24 1-1.5-inch cube,
"2 cups strawberries, blueberries, or a combination, leaves removed","strawberries, blueberries, or a combination",2,cup,leaf removed,
55g/2oz dried pasta,dried pasta,55 2,g oz,,/
"3 tablespoons (23 g) juniper berries, crushed",juniper berries,3 23,tablespoon g,crushed,()
"1½ pounds medium shrimp, peeled and, if you wish, deveined",medium shrimp,1.5,pound,"peeled and, if you wish, deveined",
9 ounces feta cheese,feta cheese,9,ounce,,
2 tablespoons fresh ginger juice,fresh ginger juice,2,tablespoon,,
"8 fresh tomatoes, peeled and chopped, or 4 cups canned crushed Italian plum tomatoes",fresh tomatoes,8,,peeled and chopped,or 4 cup canned crushed Italian plum tomatoes
3 tablespoons unsalted butter (optional),unsalted butter,3,tablespoon,,(optional)
"A handful of okra, sliced",okra,,handful,sliced,A of
Shredded Monterey Jack cheese,Monterey Jack cheese,,,shredded ,
"2 tablespoons olive oil, to loosen",olive oil,2,tablespoon,,to loosen
1/2 cup golden raisins,golden raisins,0.5,cup,,
"3 to 4 tablespoons unsalted butter, melted",unsalted butter,3-4,tablespoon,melted,
"4 to 6 medium-size softshell crabs, cleaned",softshell crabs,4-6,medium-size,cleaned,
"3 ounces fresh-squeezed lemon or lime juice, or a combination",fresh-squeezed lemon or lime juice,3,ounce,,or a combination
"1 ripe avocado, peeled, pitted, and cut into large cubes, for garnish",ripe avocado,1,,"peeled, pitted, and cut into large cube",for garnish
¼ cup granulated maple sugar,granulated maple sugar,0.25,cup,,
¼ cup white wine vinegar or cider vinegar,white wine vinegar or cider vinegar,0.25,cup,,
3 tablespoons Roasted Garlic Oil or pure olive oil,Roasted Garlic Oil or pure olive oil,3,tablespoon,,
1/2 teaspoon salt,salt,0.5,teaspoon,,
Pinch of ground ginger and/or cinnamon,ground ginger and/or cinnamon,,pinch,,of
1½ lbs (750 g) ground chicken,ground chicken,1.5 750,lb g,,()
¼ pound cream cheese,cream cheese,0.25,pound,,
8 medium-size potatoes,potatoes,8,medium-size,,
2 tbsp (25 mL) smooth peanut butter,smooth peanut butter,2 25,tbsp mL,,()
"1 medium size, ripe tomato, peeled, seeded, and chopped",ripe tomato,1,medium size,"peeled, seeded, and chopped",
¼ cup chopped sun-dried tomatoes,sun-dried tomatoes,0.25,cup,chopped ,
"6 ounces medium or sharp cheddar cheese, coarsely grated",medium or sharp cheddar cheese,6,ounce,coarsely grated,
"2 figs, quartered (optional)",figs,2,,quartered ,(optional)
¼ cup (50 ml) pure maple syrup,pure maple syrup,0.25 50,cup ml,,(50 ml)
½ cup gold cherry tomatoes,gold cherry tomatoes,0.5,cup,,
2 batches Cranberry-Pecan Stuffing,Cranberry-Pecan Stuffing,2,batch,,
¼ cup unbleached flour,unbleached flour,0.25,cup,, 
1½ to 2 quarts water,water,1.5-2,quart,,
A small pinch of salt,salt,,small pinch,,A of
2 cups vegetable oil,vegetable oil,2,cup,,
1 1/2 teaspoons ground turmeric,ground turmeric,1.5,teaspoon,,
"1/4 pound ricotta salata cheese, cut into 1/4-inch slices",ricotta salata cheese,0.25,pound,cut into 0.25-inch slice,
"One 15-ounce can garbanzo beans, drained and rinsed",garbanzo beans,1 15,can ounce,drained and rinsed,
2 cups teff flour,teff flour,2,cup,,
Water to cover,Water,,,,to cover
"8 cardamom pods, crushed",cardamom pods,8,,crushed,
"1 cup pea shoots, mung beans, or other sprouts",pea shoots,1,cup,,"mung beans, or other sprouts"
4 teaspoons white wine vinegar,white wine vinegar,4,teaspoon,,
8 ounces small clams or cockles,small clams or cockles,8,ounce,,
1 teaspoon white wine vinegar,white wine vinegar,1,teaspoon,,
Sauce Beurre Blanc,Sauce Beurre Blanc,,,,
2 tablespoons freshly chopped basil,basil,2,tablespoon,freshly chopped ,
1/3 cup (scant 3 oz.) chilled water,water,0.333 3,cup scant oz,chilled ,() 
"9 ounces (250 g) tomate verde, roughly chopped (about 2 cups/500 ml)",tomate verde,9 250 2 500,ounce g cup ml,roughly chopped ,"(),(about /)"
1 green bell pepper (or 2 ancho chilies for a little more spice),green bell pepper,1,,,(or 2 ancho chilies for a little more spice)
1/3 cup white wine,white wine,0.333,cup,,
"1 large eggplant (about 1½ lbs/750 g), peeled and cut into 2-inch (5 cm) cubes",eggplant,1 1.5 750,large lb g,peeled and cut into 2-inch (5 cm) cube,(about /)
"2 parsnips, peeled and sliced",parsnips,2,,peeled and sliced,
1 tablespoon light brown sugar,light brown sugar,1,tablespoon,,
2 to 3 tablespoons prepared horseradish,prepared horseradish,2-3,tablespoon,,
2/3 cup sugar,sugar,0.667,cup,,
"2 fresh rosemary sprigs, leaves picked",fresh rosemary,2,sprig,leaf picked,
1 cup cilantro leaves,cilantro leaves,1,cup,,
"1 teaspoon coarse sea salt or kosher salt, or to taste",coarse sea salt or kosher salt,1,teaspoon,,or to taste
"6 ounces soft tofu, well drained, or ½ box silken tofu",soft tofu,6,ounce,well drained,or 0.5 box silken tofu
"¾ cup (60 g) unsweetened shredded coconut, divided",unsweetened coconut,0.75 60,cup g,"shredded, divided",()
"2 lemons – cut in half, thinly sliced, and seeds removed",lemons,2,,"cut in half, thinly sliced, and seeds removed",–
1 teaspoon finely grated lemon zest,lemon zest,1,teaspoon,finely grated ,
1¾ cups (425 ml) granulated sugar,granulated sugar,1.75 425,cup ml,,()
"2 pounds mixed ground meats: beef, veal, lamb, and/or pork",mixed ground meats,2,pound,,": beef, veal, lamb, and/or pork"
"8 ounces sharp Cheddar cheese, grated",sharp Cheddar cheese,8,ounce,grated,
½ cup whipping (heavy) (35%) or half-and half (10%) cream (approx.) 125 mL,whipping cream,0.5,cup,,(heavy) (35%) or half-and half (10%) cream (approx.) 125 mL
1 teaspoon peeled and finely diced fresh ginger,fresh ginger,1,teaspoon,peeled and finely diced ,
"8 ounces frozen chopped collard greens (about 3 cups), cooked according to package directions and well drained, or 2 cups leftover cooked collard greens, drained and chopped",frozen collard greens ,8 3,ounce cup,"chopped, cooked according to package directions and well drained","(about) or 2 cup leftover cooked collard greens, drained and chopped"
1 tsp (5 ml) coriander seeds,coriander seeds,1 5,tsp ml,,()
1 tablespoon ground cayenne,ground cayenne,1,tablespoon,,
"¼ pound green beans, stem-ends trimmed, cooked",green beans,0.25,pound,"stem-ends trimmed, cooked",
About 2 tablespoons freshly grated Parmesan cheese,Parmesan cheese,2,tablespoon,freshly grated,About
1 tablespoon minced tarragon leaves or 1½ teaspoons dried tarragon,tarragon leaves,1,tablespoon,minced ,or 1.5 teaspoon dried tarragon
50 g/1 ¾ oz/½ cup grated Parmesan cheese (not shredded),Parmesan cheese,50 1.75 0.5,g oz cup,grated (not shredded),//
1½ cup whole spelt flour,whole spelt flour,1.5,cup,,
"6 tbsp extra virgin olive oil, plus more for serving",extra virgin olive oil,6,tbsp,,plus more for serving
"1/3 cup dried white beans, picked over and soaked (see Notes)",dried white beans,0.333,cup,picked over and soaked ,(see Notes)
3 tablespoons red curry paste,red curry paste,3,tablespoon,,
3 tablespoons finely chopped fresh chervil,fresh chervil,3,tablespoon,finely chopped ,
"1/3 cup chopped fresh cilantro, plus additional for garnish",fresh cilantro,0.333,cup,chopped ,plus additional for garnish
1 heaped tablespoon dried oregano,dried oregano,1,heaped tablespoon,,
"½ to ¾ cup sugar, depending on the redness of the rhubarb",sugar,0.5-0.75,cup,,depending on the redness of the rhubarb
"1 generous cup deeply toasted blanched almonds, finely chopped",almonds,1,generous cup,"deeply toasted blanched, finely chopped",
¼ tsp crushed hot red pepper,hot red pepper,0.25,tsp,crushed ,
"½ pound elbow macaroni, cooked and drained by package directions and chilled",elbow macaroni,0.5,pound,cooked and drained by package directions and chilled,
Vegetable spray,Vegetable spray,,,,
"A large bunch of fresh basil, leaves picked, stalks finely chopped",fresh basil,,large bunch ,"leaf picked, stalk finely chopped",A of
¾ cup peas,peas,0.75,cup,,
1½ tablespoons honey,honey,1.5,tablespoon,,
2 ½ teaspoons table salt,table salt,2.5,teaspoon,,
"4 ounces Italian mozzarella, crumbled",Italian mozzarella,4,ounce,crumbled,
1¼ teaspoons dried thyme,dried thyme,1.25,teaspoon,,
"About 2 pounds country style pork ribs (see Note), preferably Berkshire pork",country style pork ribs,2,pound,,"About, (see Note), preferably Berkshire pork"
6 cups coconut milk,coconut milk,6,cup,,
1 small white onion,white onion,1,small,,
1¼ cup (30 grams) barley flour,barley flour,1.25 30,cup gram,,()
¾ cup arborio rice (short-grain rice),arborio rice,0.75,cup,,(short-grain rice)
1/4 cup chopped fresh dill or 1 1/2 tablespoons dried dill weed,fresh dill,0.25,cup,chopped,or 1.5 tablespoon dried dill weed
Chopped fresh flat-leaf parsley,fresh flat-leaf parsley,,,Chopped ,
"1 whole Reblochon or Pont l’Eveque cheese, cut in half horizontally",whole Reblochon or Pont l’Eveque cheese,1,,cut in half horizontally,
¼ cup dry bread crumbs,dry bread crumbs,0.25,cup,,
1 to 1½ teaspoons salt (a little more if using kosher salt),salt,1-1.5,teaspoon,, (a little more if using kosher salt)
3 cups diced peeled sweet potatoes 750 mL,sweet potatoes,3 750,cup mL,diced peeled,
Fresh pineapple slices (optional),Fresh pineapple slices,,,,(optional)
1½ to 2 cups breadcrumbs,breadcrumbs,1.5-2,cup,,
"1 lemon, cut lengthwise into quarters",lemon,1,,cut lengthwise into quarters,
Scant 1 teaspoon minced lemon zest (optional),lemon zest,1,scant teaspoon,minced ,(optional)
About 20 hard taco shells,hard taco shells,20,,,About
1 teaspoon finely chopped fresh savory,fresh savory,1,teaspoon,finely chopped ,
3 allspice berries,allspice berries,3,,,
1 teaspoon fennel or cumin seeds (optional),fennel or cumin seeds,1,teaspoon,,(optional)
"8 6-inch (15 cm) corn tortillas, skillet-warmed (see Notes)",corn tortillas,8 6 15,inch cm,skillet-warmed,() (see Notes)
1 cup raw honey,raw honey,1,cup,,
"2 lemons (1 juiced, 1 cut into wedges)",lemons,2,,"1 juiced, 1 cut into wedge",()
1 tablespoon cumin seeds,cumin seeds,1,tablespoon,,
2 tablespoons spicy barbecue sauce,spicy barbecue sauce,2,tablespoon,,
"7 to 8 large peaches, washed and drained",peaches,7-8,large,washed and drained,
1 quart best-quality chocolate chocolate chip ice cream,best-quality chocolate chocolate chip ice cream,1,quart,,
Optional: 1 vanilla pod,vanilla pod,1,,,Optional: 
1 tsp (5 mL) red wine vinegar,red wine vinegar,1 5,tsp mL,,()
¾ pound baby carrots,baby carrots,0.75,pound,,
½ cup malunggay leaves (optional),malunggay leaves,0.5,cup,,(optional)
"3 cloves garlic, minced (1 tablespoon)",garlic,3 1,clove tablespoon,minced,()
1 tablespoon hot paprika,hot paprika,1,tablespoon,,
"1 garlic clove, chopped (optional)",garlic,1,clove,chopped ,(optional)
Hot sauce for garnish,Hot sauce,,,,for garnish
Mint Mojo (recipe follows),Mint Mojo,,,,(recipe follows)
2 fresh poblano chiles,fresh poblano chiles,2,,,
"1 pound medium shrimp, peeled, deveined, and chopped",medium shrimp,1,pound,"peeled, deveined, and chopped",
"1 small fennel bulb, chopped",fennel,1,small bulb,chopped,
"3 cups diced, cooked turkey",turkey,3,cup,"diced, cooked",
1 cup streusel,streusel,1,cup,,
4 shiso leaves (sometimes called “beefsteak”),shiso leaves,4,,,(sometimes called “beefsteak”)
1 cup white chocolate chips,white chocolate chips,1,cup,,
"6 oz (175 g) feta cheese, crumbled",feta cheese,6 175,oz g,crumbled,()
Squeeze of lemon juice,lemon juice,,,,Squeeze of 
¼ cup (50 mL) canola oil,canola oil,0.25 50,cup ml,,()
